EStree IncrementalDynamicSSSP Dijkstra Dsource ScaledEStree
11 679 267 1 1
11 675 265 1 1
14 686 267 1 1
11 688 267 1 1
11 682 265 1 1
11 684 266 1 1
11 715 266 1 1
11 690 268 1 1
11 681 270 1 1
11 689 268 1 1
11 710 267 1 1
11 693 274 1 1
11 683 278 1 1
14 692 270 1 1
11 742 273 1 1
14 702 268 1 1
14 726 273 1 1
1087 1126 277 2 2
11 713 269 1 1
10 700 270 1 1
11 691 270 1 1
10 705 268 1 1
11 756 269 1 1
11 698 271 1 1
10 689 271 1 1
10 686 272 1 1
9 698 274 1 1
10 699 272 1 1
12 695 270 1 1
10 702 269 1 1
9 710 271 1 1
11 695 272 1 1
10 706 285 1 1
11 729 313 1 1
12 734 283 1 1
12 763 293 1 1
11 789 335 1 1
13 965 448 1 2
13 942 388 1 1
11 736 273 1 1
11 723 269 1 1
10 835 270 1 1
10 733 267 1 1
11 712 268 1 1
14 720 272 1 1
10 721 271 1 1
44 685 268 1 1
49 625 270 1 1
43 569 269 0 1
40 639 274 0 1
11 610 271 0 1
8 542 468 0 1
8 533 288 0 0
11 686 269 1 1
11 659 268 1 1
12 698 268 1 1
11 663 269 1 1
11 677 270 1 1
11 684 268 1 1
12 700 267 1 1
11 693 267 1 1
12 689 270 0 1
13 690 271 1 1
11 709 269 1 1
12 688 270 1 1
11 696 277 1 1
12 696 273 1 1
11 684 272 1 1
11 687 271 1 1
13 696 270 1 1
12 684 269 1 1
12 725 270 1 1
11 743 272 1 1
12 711 269 1 1
11 1259 273 2 3
12 708 269 1 1
11 686 270 1 1
11 686 272 0 1
11 677 272 1 1
11 704 272 1 1
11 704 273 1 1
11 688 272 1 1
11 697 272 1 1
11 702 271 1 1
11 690 269 1 1
12 702 270 1 1
12 693 272 1 1
12 742 279 1 1
11 692 273 1 1
12 689 272 1 1
11 738 270 1 1
12 697 272 1 1
12 694 271 1 1
14 697 273 1 1
12 707 273 1 1
14 699 279 1 1
12 752 273 1 1
12 866 271 1 1
18 2092 274 1 1
13 1501 272 1 1
11 692 273 1 1
11 685 269 1 1
11 730 272 2 1
12 691 273 1 1
11 699 272 1 1
11 693 273 1 1
12 702 273 1 1
11 687 273 1 1
12 695 275 1 1
11 694 273 1 1
12 702 273 1 1
12 685 276 1 1
12 692 274 1 1
11 693 271 1 1
11 703 271 1 1
11 726 278 1 1
13 693 282 1 1
11 699 276 1 1
12 738 277 1 1
12 693 280 1 1
12 710 274 1 1
11 712 278 1 1
14 736 279 1 1
12 720 278 1 1
13 1706 284 3 6
11 705 280 1 1
12 702 273 1 1
11 688 276 1 1
12 675 273 1 1
12 688 273 1 1
12 702 275 1 1
11 684 277 1 1
11 688 275 1 1
12 687 275 1 1
12 725 274 1 1
11 687 275 1 1
12 688 275 1 1
11 692 275 1 1
11 701 275 1 1
11 685 275 1 1
12 687 276 1 1
12 696 275 1 1
11 709 275 1 1
15 735 275 1 1
12 692 277 1 1
1271 747 280 1 1
10 711 276 1 1
11 698 276 1 1
11 695 277 1 1
12 699 275 1 1
11 742 277 1 1
12 692 276 1 1
11 696 276 1 1
10 696 277 1 1
10 735 279 1 1
10 686 276 1 1
11 698 280 1 1
10 708 278 1 1
11 696 276 1 1
11 700 277 1 1
11 688 278 1 1
10 710 277 1 1
11 694 278 1 1
10 694 276 1 1
10 710 276 1 1
10 744 278 1 1
11 690 278 1 1
10 697 279 1 1
11 690 285 1 1
11 706 278 1 1
11 703 284 1 1
11 690 282 1 1
10 695 283 1 1
9 686 284 1 1
44 642 279 1 1
44 628 282 1 1
42 559 281 0 1
37 807 284 1 1
38 561 282 1 1
12 551 277 1 0
11 643 281 1 1
11 659 285 1 1
12 652 278 1 1
11 657 279 1 1
11 659 279 1 1
11 678 280 1 1
11 674 281 1 1
12 685 295 1 1
12 710 306 1 1
11 708 308 1 1
13 716 309 1 1
13 741 336 1 2
15 872 518 1 3
16 788 402 1 1
11 692 282 1 1
13 716 284 1 1
14 687 277 1 1
12 726 279 1 1
11 700 280 1 1
12 1295 281 2 4
11 691 285 1 1
14 718 281 1 1
12 724 280 1 1
11 679 279 1 1
12 697 279 1 1
11 691 281 1 1
11 691 283 1 1
11 682 281 1 1
11 711 282 1 1
12 682 290 1 1
12 693 282 1 1
12 718 281 1 1
11 720 351 1 2
13 709 382 1 1
11 694 286 1 1
11 731 279 1 1
12 696 278 1 1
12 695 282 1 1
12 695 282 1 1
11 714 282 1 1
15 684 282 1 1
14 699 282 1 1
11 737 286 1 1
12 704 286 1 1
11 721 287 1 1
12 695 282 1 1
12 721 291 1 1
13 731 283 1 1
12 696 284 1 1
12 695 288 1 1
12 696 280 1 1
14 716 284 1 1
12 696 287 1 1
12 698 286 1 1
12 696 282 1 1
12 706 283 1 1
12 685 285 1 1
11 696 284 1 1
12 699 280 1 1
12 711 280 1 1
13 696 281 1 1
12 694 280 1 1
14 697 286 1 1
12 750 285 1 1
12 702 286 1 1
12 736 350 1 1
11 729 287 1 1
12 727 283 1 1
12 715 282 1 1
12 1719 291 3 7
12 704 284 1 1
12 698 285 1 1
12 694 286 1 1
12 693 287 1 1
12 695 285 1 1
12 704 283 1 1
11 684 284 1 1
12 690 284 1 1
12 692 284 1 1
12 740 285 1 1
11 704 289 1 1
12 689 283 0 1
12 694 283 1 1
12 701 286 1 1
12 698 285 1 1
12 696 285 1 1
12 693 285 1 1
12 701 284 1 1
13 703 286 1 1
12 736 285 1 1
1225 722 289 1 1
11 753 287 1 1
11 696 314 1 1
12 720 296 1 1
14 734 297 1 1
13 777 288 1 1
12 700 289 1 1
12 687 290 1 1
11 700 288 1 1
11 725 288 1 1
11 696 289 1 1
11 704 295 1 1
11 709 291 2 1
11 700 289 1 1
12 693 290 1 1
11 702 289 1 1
11 715 291 1 1
13 703 294 1 1
11 702 290 1 1
9 1121 292 3 4
12 769 290 1 1
11 700 288 1 1
11 702 289 1 1
10 702 291 1 1
11 713 295 1 1
12 699 295 1 1
11 715 295 1 1
11 699 294 1 1
9 1096 295 2 4
43 679 290 1 1
41 649 292 1 1
42 554 292 1 1
41 583 295 0 1
35 825 292 1 1
36 563 291 0 1
12 596 294 1 1
13 661 296 1 1
13 659 295 1 1
12 678 296 1 1
13 677 296 1 1
12 683 297 1 1
11 685 302 1 1
12 685 294 1 1
12 679 295 1 1
11 692 293 1 1
12 687 291 1 1
12 683 293 1 1
12 679 292 1 1
12 683 292 1 1
11 679 293 1 1
12 691 312 1 2
13 806 322 1 1
15 798 323 1 3
12 727 303 1 1
12 749 312 1 1
13 1405 316 3 4
13 748 312 1 1
13 746 293 1 1
13 694 292 1 1
13 684 291 1 1
12 703 289 1 1
11 692 292 1 1
12 685 292 1 1
12 687 289 1 1
13 707 293 1 1
12 685 293 1 1
12 697 290 1 1
12 691 293 1 1
12 770 309 1 1
12 689 292 1 1
12 698 292 1 1
12 743 296 1 1
12 695 295 1 1
12 697 300 1 1
12 699 296 1 1
14 713 297 1 1
16 705 293 1 1
12 698 293 1 1
12 781 293 1 1
11 719 293 1 1
12 728 298 1 1
12 702 291 1 1
12 732 291 1 1
12 692 292 1 1
12 698 293 1 1
12 693 290 1 1
12 715 293 1 1
12 700 294 1 1
12 696 292 1 1
12 703 293 1 1
12 721 295 1 1
12 690 296 1 1
12 703 297 1 1
12 706 297 1 1
12 714 293 1 1
13 711 299 1 1
12 691 296 1 1
11 711 305 1 1
13 768 306 1 1
13 706 297 1 1
12 712 292 1 1
12 713 293 3 1
13 723 295 1 1
12 726 295 1 1
13 724 297 1 1
13 1724 303 3 7
12 721 296 1 1
13 694 294 1 1
12 692 295 1 1
12 700 294 1 1
11 700 295 1 1
12 702 295 1 1
12 696 294 1 1
14 696 295 1 1
13 747 298 1 1
13 712 294 1 1
12 695 298 1 1
13 694 295 1 1
12 736 309 1 1
13 780 327 1 1
13 747 338 1 1
14 850 446 1 1
19 1065 735 1 2
15 760 414 1 1
16 719 298 1 1
1436 813 299 1 1
12 743 296 1 1
12 756 299 1 1
12 709 301 1 1
12 708 309 1 1
11 823 300 1 1
13 722 626 1 1
12 772 427 1 1
11 711 300 1 1
13 751 296 1 1
12 719 293 1 1
12 722 298 1 1
12 715 304 1 1
11 705 299 1 1
12 707 296 1 1
12 716 297 1 1
11 732 324 1 1
13 751 297 1 1
11 717 296 1 1
12 824 300 1 1
14 719 296 1 1
11 715 301 1 1
11 721 296 1 1
11 736 298 1 1
12 721 298 0 1
14 719 299 1 1
12 715 299 1 1
9 706 299 1 1
43 696 295 1 1
42 882 296 1 1
49 600 295 1 1
34 827 297 1 1
40 579 321 0 0
13 656 297 1 1
12 670 298 1 1
12 674 297 1 1
12 679 297 1 1
12 696 295 1 1
12 682 301 1 1
13 696 298 1 1
14 698 299 1 1
12 714 302 1 1
12 705 297 1 1
12 696 296 1 1
13 731 300 1 1
13 731 296 1 1
12 702 298 1 1
11 747 298 1 1
11 713 301 1 1
12 713 297 1 1
12 1270 316 2 4
13 706 299 1 1
12 698 297 1 1
12 723 299 1 1
12 710 316 1 1
12 701 299 1 1
12 677 300 1 1
12 688 302 1 1
12 686 301 1 1
11 702 303 1 1
12 688 300 1 1
12 694 299 1 1
12 690 298 1 1
13 743 298 1 1
12 690 302 1 1
12 759 301 1 1
12 692 303 1 1
12 699 299 1 1
13 692 300 1 1
11 710 299 1 1
12 695 299 1 1
12 809 339 1 4
65 1990 775 2 1
22 769 428 1 1
12 746 304 1 1
17 706 300 1 1
13 736 302 1 1
13 740 314 1 1
13 702 306 1 1
13 695 300 1 1
12 695 300 1 1
13 705 303 1 1
12 713 306 1 1
11 705 479 1 1
13 747 424 1 1
12 719 304 1 1
13 708 300 1 1
13 707 304 1 1
13 719 299 1 1
12 723 302 1 1
14 709 301 1 1
12 707 302 1 1
13 705 300 1 1
12 769 300 1 1
12 751 328 1 1
13 725 303 1 1
13 719 309 1 1
13 741 307 1 1
14 726 303 1 1
13 752 301 1 1
13 1790 308 3 6
13 712 305 1 1
13 695 300 1 1
12 694 303 1 1
13 704 305 1 1
13 714 302 1 1
13 693 302 1 1
13 697 305 1 1
12 744 305 1 1
12 703 304 1 1
13 700 302 1 1
13 693 302 1 1
12 706 306 1 1
13 701 302 1 1
12 691 304 1 1
14 702 304 1 1
13 707 302 1 1
13 696 300 1 1
12 695 303 1 1
1150 717 309 1 1
12 755 303 1 1
12 706 303 1 1
12 729 303 1 1
12 703 305 1 1
11 780 304 1 1
12 703 304 1 1
11 697 304 1 1
12 692 306 1 1
12 727 304 1 1
12 701 341 1 1
11 694 304 1 1
12 692 305 1 1
12 698 306 1 1
14 689 307 1 1
11 688 307 1 1
12 704 304 1 1
13 698 305 1 1
13 696 304 1 1
12 791 309 1 1
12 699 305 1 1
13 702 307 1 1
13 756 309 1 1
12 708 309 1 1
12 702 306 1 1
12 696 315 1 1
12 698 310 1 1
10 679 307 1 1
43 677 305 1 1
47 608 304 1 1
44 545 305 0 1
43 577 307 0 1
35 818 307 1 1
36 568 308 0 1
13 602 307 1 1
12 662 305 1 1
13 652 305 1 1
13 660 311 1 1
12 673 326 1 1
13 702 304 1 1
12 682 306 1 1
12 671 310 1 1
12 677 310 1 1
12 701 346 1 1
13 806 461 1 1
18 926 575 1 1
12 735 321 1 1
13 695 306 1 1
16 716 309 1 1
13 735 309 1 1
12 1322 310 3 3
14 702 308 1 1
13 700 322 1 1
13 686 308 1 1
13 680 307 1 1
12 682 309 1 1
12 692 315 1 1
12 759 459 1 1
13 723 311 1 1
12 691 309 1 1
12 706 311 1 1
12 710 307 1 1
13 705 306 1 1
13 697 307 1 1
13 725 309 1 1
12 693 311 1 1
12 764 307 1 1
12 700 311 1 1
12 698 324 1 1
15 719 330 1 1
13 710 307 1 1
12 725 309 1 1
12 709 315 1 1
12 715 311 1 1
13 708 310 1 1
16 726 314 1 1
13 742 312 1 1
13 691 310 1 1
13 762 317 1 1
12 698 311 1 1
14 700 309 1 1
13 708 310 1 1
13 708 309 1 1
13 697 310 1 1
14 711 311 1 1
14 698 309 1 1
13 710 309 1 1
13 700 312 1 1
13 706 312 1 1
13 709 309 1 1
13 712 314 1 1
14 705 311 1 1
13 708 313 1 1
12 699 310 1 1
14 734 315 1 1
13 705 313 1 1
13 724 312 1 1
13 753 310 1 1
13 732 310 1 1
14 718 322 1 1
14 1693 318 3 6
12 703 312 1 1
12 703 314 1 1
13 692 310 1 1
12 696 311 1 1
12 698 311 1 1
12 740 314 1 1
12 696 313 1 1
13 745 315 1 1
12 696 311 1 1
13 689 315 1 1
13 693 312 1 1
13 701 311 1 1
13 697 312 1 1
12 692 311 1 1
13 695 312 1 1
12 724 359 1 1
13 732 320 1 1
14 701 318 1 1
1356 708 314 1 1
15 711 316 1 1
12 739 312 1 1
12 693 318 1 1
15 728 314 1 1
13 766 318 1 1
13 705 313 1 1
12 706 322 1 1
12 702 313 1 1
12 720 314 1 1
13 698 316 1 1
11 696 331 1 1
12 736 317 1 1
12 697 313 1 1
12 693 318 1 1
13 688 315 1 1
12 710 316 1 1
13 699 316 1 1
13 706 319 1 1
12 748 314 1 1
14 724 316 1 1
12 701 318 1 1
12 714 318 1 1
11 687 317 1 1
13 695 317 1 1
12 695 320 1 1
10 697 333 1 1
44 655 318 1 1
42 605 351 1 1
62 630 318 0 1
47 554 316 0 0
36 800 321 1 1
37 563 315 0 1
13 600 316 1 1
10 616 315 1 1
10 581 313 0 1
10 569 320 0 1
10 567 315 0 0
10 576 314 0 0
12 698 314 1 1
13 675 313 1 1
12 666 317 1 1
13 672 317 1 1
14 703 318 1 1
12 691 321 1 1
13 719 339 1 1
12 703 315 1 1
12 688 316 1 1
12 689 317 1 1
13 694 315 1 1
12 691 316 1 1
12 735 318 1 1
14 709 319 1 1
12 1236 319 2 3
12 685 314 1 1
14 715 315 1 1
12 683 315 1 1
13 677 319 1 1
13 712 316 1 1
12 692 316 1 1
13 684 315 1 1
12 682 318 1 1
13 686 318 1 1
12 686 316 1 1
13 688 317 1 1
12 714 320 1 1
12 692 317 1 1
13 707 322 1 1
12 689 320 1 1
15 702 319 1 1
13 722 317 1 1
12 697 316 1 1
13 690 316 1 1
13 696 316 1 1
12 703 328 1 1
14 690 317 1 1
12 692 318 1 1
12 693 320 1 1
13 708 321 1 1
16 694 320 1 1
15 707 320 1 1
13 739 321 1 1
13 717 317 1 1
13 732 319 1 1
13 706 319 1 1
14 688 317 1 1
13 705 321 1 1
13 691 322 1 1
13 695 317 1 1
12 700 319 1 1
13 714 319 1 1
15 694 318 1 1
13 702 319 1 1
12 700 329 1 1
12 707 324 1 1
13 700 320 1 1
14 700 317 1 1
13 702 322 1 1
13 736 319 1 1
13 698 321 1 1
14 712 341 1 1
13 702 319 1 1
14 719 325 1 1
13 1703 329 3 5
13 708 318 1 1
13 688 322 1 1
13 696 322 1 1
14 688 321 1 1
12 693 322 1 1
13 697 319 1 1
14 702 321 1 1
14 699 324 1 1
14 696 320 1 1
14 696 324 1 1
13 738 321 1 1
13 702 323 1 1
13 726 321 1 1
14 698 321 1 1
15 695 322 1 1
14 696 324 1 1
14 696 325 1 1
13 707 325 1 1
13 697 326 1 1
12 688 324 1 1
2349 720 336 1 1
13 706 325 1 1
14 696 326 1 1
13 755 324 1 1
14 696 330 1 1
13 820 325 1 2
13 703 326 1 1
12 688 322 1 1
13 694 323 1 1
13 713 322 1 1
12 694 323 1 1
13 700 376 1 1
12 728 358 1 1
13 739 365 1 1
13 724 333 1 3
13 718 332 1 1
13 727 333 1 1
13 727 335 1 1
13 714 335 1 1
13 801 336 1 1
14 741 338 1 1
12 718 330 1 1
12 718 330 1 1
12 712 326 1 1
13 729 328 1 1
13 708 326 1 1
11 702 324 1 1
44 693 326 1 1
46 612 324 1 1
46 557 324 0 1
46 572 326 1 1
35 875 341 1 1
37 571 324 0 1
14 622 327 1 1
12 669 324 1 1
12 669 322 1 1
12 675 324 1 1
13 680 321 1 1
13 685 323 1 1
13 692 326 1 1
12 702 322 1 1
12 714 338 1 1
14 691 323 1 1
12 688 323 1 1
13 712 323 1 1
12 697 327 1 1
12 715 323 1 1
12 1283 329 2 4
13 691 325 1 1
13 705 323 1 1
15 716 324 1 1
13 690 327 1 1
13 701 325 1 1
13 689 327 1 1
13 699 328 1 1
13 700 325 1 1
12 686 326 1 1
13 697 324 1 1
12 700 327 1 1
15 691 331 1 1
13 696 329 1 1
12 698 327 1 1
13 705 328 1 1
13 696 324 1 1
13 754 329 1 1
13 694 326 1 1
13 705 329 1 1
13 704 326 1 1
12 717 327 1 1
13 700 327 1 1
16 700 327 1 1
13 696 327 1 1
13 707 328 1 1
13 692 326 1 1
17 691 327 1 1
14 697 326 1 1
13 755 331 1 1
13 698 332 1 1
13 729 339 1 1
13 702 326 1 1
13 706 328 1 1
16 703 327 1 1
13 710 326 1 1
14 699 327 1 1
13 738 327 1 1
13 736 328 1 8
60 1525 326 1 1
14 707 328 1 1
14 702 331 1 1
13 698 328 1 1
13 705 329 1 1
13 731 331 1 1
14 707 325 1 1
13 720 328 1 1
13 721 327 1 1
14 757 328 1 1
14 721 340 1 1
14 1710 335 3 6
14 708 326 1 1
13 685 363 1 1
13 695 332 1 1
14 692 337 1 1
14 707 332 1 1
14 704 328 1 1
13 691 327 1 1
13 710 327 1 1
14 698 329 1 1
13 725 333 1 1
13 709 327 1 1
14 701 329 1 1
14 734 329 1 1
13 704 328 1 1
13 701 329 1 1
15 705 328 1 1
14 705 339 1 1
14 700 328 1 1
17 709 332 1 1
1204 711 331 1 1
13 724 329 1 1
16 700 329 1 1
14 701 329 1 1
14 743 335 1 1
13 763 340 1 1
12 734 334 1 1
12 707 331 1 1
13 696 331 1 1
13 743 330 1 1
13 704 330 1 1
13 704 331 1 1
12 707 334 1 1
13 696 330 1 1
13 710 332 1 1
12 713 331 1 1
12 706 331 1 1
14 702 332 1 1
13 692 331 1 1
13 766 332 1 1
13 724 332 1 1
13 703 335 1 1
12 739 348 1 1
12 732 331 1 1
14 719 339 1 1
12 694 339 1 1
11 690 335 1 1
43 689 337 1 1
43 601 335 0 1
47 544 338 1 1
43 556 336 0 0
35 806 335 1 1
35 554 338 0 1
41 549 337 0 1
50 584 332 0 0
50 646 332 1 1
50 552 336 0 1
15 615 339 1 1
9 555 337 0 0
10 544 336 0 0
9 576 338 0 0
9 575 337 0 1
9 574 336 1 0
13 667 339 1 1
14 680 366 1 1
15 741 428 1 1
15 868 763 1 1
14 686 360 1 1
13 681 332 1 1
13 683 331 1 1
14 691 332 1 1
13 687 331 1 1
13 712 336 1 1
13 723 473 1 1
13 740 338 1 1
13 1260 335 2 4
14 690 331 1 1
14 686 332 1 1
14 698 330 1 1
13 684 330 1 1
13 688 334 1 1
13 691 334 1 1
14 702 331 1 1
15 697 331 1 1
13 693 333 1 1
13 695 332 1 1
14 696 330 1 1
14 695 330 1 1
14 698 330 1 1
14 696 332 1 1
14 714 333 1 1
14 721 336 1 1
15 743 341 1 1
13 696 334 1 1
14 694 336 1 1
14 698 335 1 1
13 702 333 1 1
14 699 335 1 1
14 696 332 1 1
16 695 332 1 1
14 716 334 1 1
13 731 335 1 1
14 713 333 1 1
14 711 334 1 1
14 774 335 1 1
14 749 336 1 1
14 709 333 1 1
16 740 337 1 1
14 714 333 1 1
13 711 334 1 1
14 714 337 1 1
13 713 334 1 1
14 732 333 1 1
13 709 333 1 1
15 710 333 1 1
15 730 334 1 1
14 715 336 1 1
15 713 333 1 1
14 731 336 1 1
13 712 347 1 1
14 743 336 1 1
14 711 334 1 1
15 732 334 1 1
13 718 336 1 1
15 735 334 1 1
15 1698 339 3 6
14 721 336 1 1
14 689 335 1 1
14 707 336 1 1
13 693 338 1 1
14 684 342 1 1
14 696 336 1 1
13 710 335 1 1
13 700 335 1 1
14 701 337 1 1
15 695 338 1 1
14 744 342 1 1
13 722 340 1 1
12 700 336 1 1
13 717 335 1 1
13 709 335 1 1
14 696 335 0 1
14 703 352 1 1
22 706 348 1 1
14 717 336 1 1
14 710 351 1 1
14 736 364 1 1
1927 728 338 1 1
15 720 338 1 1
13 714 338 1 1
14 701 338 1 1
15 700 337 1 1
13 830 340 1 1
12 720 336 1 1
13 737 337 1 1
12 754 342 1 1
13 704 338 1 1
13 709 341 1 1
13 708 340 1 1
13 704 338 1 1
13 704 339 1 1
13 711 338 1 1
13 710 340 1 1
13 744 356 1 1
13 726 339 1 1
9 706 339 1 1
12 765 340 1 1
12 721 340 1 1
14 711 340 1 1
12 717 358 1 1
13 721 341 1 1
13 722 342 1 1
13 707 348 1 1
12 733 350 1 1
11 699 355 1 1
44 689 340 1 1
97 604 338 1 1
41 553 344 0 0
42 555 341 1 1
42 566 340 0 1
33 843 345 1 1
39 573 344 0 1
42 560 341 1 0
40 545 345 0 1
40 542 338 0 0
42 634 346 1 1
42 544 340 0 1
22 603 341 1 0
22 563 342 0 1
19 547 344 0 1
21 549 344 0 0
22 570 343 1 0
21 563 340 1 1
16 661 344 1 1
14 660 342 1 1
16 686 339 1 1
16 676 340 1 1
16 678 340 1 1
14 686 342 1 1
14 686 344 1 1
16 685 371 1 1
18 806 578 1 2
17 997 553 1 1
16 766 339 1 1
16 1329 346 2 4
16 697 337 1 1
16 706 341 1 1
15 696 342 1 1
16 688 344 1 1
16 706 344 1 1
15 700 549 1 1
17 753 506 1 1
16 702 340 1 1
16 696 341 1 1
16 703 355 1 1
17 710 341 1 1
17 703 378 1 1
16 711 369 1 1
16 734 343 1 1
16 727 344 1 1
15 697 339 1 1
20 801 341 1 1
15 708 345 1 1
16 718 340 1 1
16 717 338 1 1
16 721 340 1 1
17 701 341 1 1
17 713 365 1 1
14 717 341 1 1
17 717 340 1 1
14 701 339 1 1
16 699 344 1 1
17 701 341 1 1
17 747 348 1 1
16 714 343 1 1
16 763 341 1 1
16 721 346 1 1
16 764 341 1 1
17 709 343 1 1
18 708 341 1 1
16 707 344 1 1
16 719 341 1 1
15 703 343 1 1
16 707 346 1 1
17 711 340 1 1
17 715 342 1 1
17 714 351 1 1
16 719 343 1 1
16 710 342 1 1
17 741 342 1 1
17 767 343 1 1
19 723 342 1 1
17 726 343 1 1
17 725 348 1 1
16 1686 352 3 6
16 710 342 1 1
16 704 346 1 1
18 698 342 0 1
16 687 367 1 1
16 696 344 1 1
15 705 343 1 1
15 691 345 1 1
16 689 347 1 1
16 692 345 1 1
17 729 350 1 1
17 700 345 1 1
15 697 370 1 1
16 756 347 1 1
18 715 344 1 1
17 707 350 1 1
17 708 343 1 1
24 701 346 1 1
22 724 345 1 1
21 708 344 1 1
14 708 344 1 1
13 708 343 1 1
17 710 345 1 1
17 713 345 1 1
16 706 349 1 1
17 713 344 1 1
16 765 349 1 1
17 756 346 1 1
15 739 365 1 1
15 738 346 1 1
15 736 349 1 1
15 747 360 1 1
16 737 352 1 1
14 717 347 1 1
15 716 346 1 1
15 710 346 1 1
15 704 345 1 1
17 713 351 1 1
15 715 347 1 1
16 705 348 1 1
13 700 346 1 1
16 780 348 1 1
15 718 367 1 1
17 735 347 1 1
16 711 346 1 1
18 724 351 1 1
17 707 358 1 1
16 712 350 1 1
15 709 347 1 1
13 726 347 1 1
43 686 348 1 1
45 617 347 1 1
43 552 345 0 1
44 564 347 0 1
36 829 347 1 1
38 586 348 1 1
42 560 346 0 1
44 563 345 0 1
43 652 349 1 1
44 556 347 1 1
41 606 347 1 1
47 561 350 0 0
42 555 352 1 0
45 600 348 1 1
41 570 364 1 1
219 579 385 1 1
15 685 380 1 1
19 681 352 1 1
15 680 350 1 1
14 690 345 1 1
14 688 352 1 1
16 699 345 1 1
16 701 347 1 1
15 707 350 1 1
14 704 346 1 1
14 761 350 1 1
13 711 349 1 1
16 710 353 1 1
15 1223 360 2 4
14 698 353 1 1
14 690 354 1 1
14 689 353 1 1
15 688 363 1 1
17 704 351 1 1
15 701 351 1 1
16 693 349 1 1
14 683 350 1 1
13 710 348 1 1
15 688 351 1 1
14 719 350 1 1
14 698 351 1 1
15 721 352 1 1
13 699 363 1 1
14 695 356 1 1
17 740 352 1 1
15 705 352 1 1
15 704 351 1 1
17 710 350 1 1
15 726 348 1 1
16 700 349 1 1
15 718 350 1 1
14 711 349 1 1
14 728 361 1 1
14 704 352 1 1
15 721 356 1 1
15 696 353 1 1
13 736 351 1 1
14 699 354 1 1
13 768 414 1 1
18 775 352 1 3
14 727 354 1 1
13 756 362 1 1
14 721 356 1 1
14 717 349 1 1
14 733 350 1 1
13 710 351 1 1
15 719 355 1 1
14 729 349 1 1
14 726 350 1 1
15 718 378 1 1
14 724 351 1 1
20 724 353 1 1
14 756 352 1 1
19 724 355 1 1
14 730 351 1 1
15 736 356 1 1
15 743 352 1 1
15 729 354 1 1
14 1713 359 4 6
15 709 353 1 1
13 704 356 1 1
15 708 351 1 1
17 701 353 1 1
14 1201 351 1 1
18 1720 351 1 1
17 1674 352 1 1
14 695 353 1 1
15 707 352 1 1
14 743 352 1 1
14 715 356 1 1
14 697 353 1 1
16 700 353 1 1
14 711 353 1 1
15 711 353 1 1
14 704 355 1 1
14 700 352 1 1
15 701 353 1 1
18 702 353 1 1
14 710 353 1 1
1626 713 356 1 1
13 713 353 1 1
14 710 352 1 1
13 706 353 1 1
13 744 372 1 1
14 762 355 1 1
13 714 357 1 1
13 757 355 1 1
13 716 354 1 1
13 736 356 1 1
13 702 383 1 1
13 700 357 1 1
14 727 412 1 1
14 728 355 1 1
15 703 358 1 1
13 709 353 1 1
13 714 355 1 1
13 704 353 1 1
13 707 357 1 1
10 693 354 1 1
14 745 354 1 1
12 705 359 1 1
13 732 359 1 1
13 707 362 1 1
14 710 359 1 1
14 724 428 2 1
18 1292 472 1 1
16 774 416 1 1
49 734 398 1 1
51 674 377 1 1
51 578 381 1 1
52 581 435 2 1
47 1137 564 2 2
41 675 509 1 1
69 727 854 1 1
52 581 444 0 1
51 559 362 1 1
53 662 363 1 1
53 561 361 1 0
43 642 365 1 1
66 596 365 0 1
53 551 364 0 0
42 619 368 1 1
42 619 743 1 1
19 637 413 1 1
15 676 361 1 1
14 674 361 1 1
14 694 364 1 1
14 684 363 1 1
15 700 361 1 1
15 698 365 1 1
14 718 363 1 1
14 704 366 1 1
13 729 362 1 1
14 1316 368 2 4
14 734 370 1 1
16 700 369 1 1
15 703 364 1 1
14 696 362 1 1
14 702 363 1 1
14 725 365 1 1
14 717 365 1 1
14 702 364 1 1
15 700 362 1 1
14 702 365 1 1
15 712 366 1 1
16 689 369 1 1
15 690 367 1 1
14 695 366 1 1
15 738 366 1 1
14 703 365 1 1
15 700 366 1 1
14 751 363 1 1
15 711 364 1 1
15 702 363 1 1
15 719 364 1 1
15 718 363 1 1
16 706 362 1 1
15 721 371 1 1
14 699 363 1 1
14 717 372 1 1
14 713 363 1 1
15 706 364 1 1
14 707 365 1 1
15 761 369 1 1
14 712 362 1 1
15 715 369 1 1
15 718 372 1 1
16 770 370 1 1
15 714 364 1 1
13 739 369 1 1
16 721 364 1 1
14 725 364 1 1
14 735 369 1 1
14 703 368 1 1
14 708 365 1 1
14 716 366 1 1
16 732 368 1 1
14 696 371 1 1
16 769 366 1 1
13 722 395 1 1
13 785 384 1 1
16 729 365 1 1
14 739 368 1 1
15 1745 379 4 6
15 722 368 1 1
14 707 367 1 1
15 717 365 1 1
14 708 366 1 1
16 688 366 1 1
15 712 370 1 1
14 808 384 1 1
15 722 371 1 1
15 716 367 1 1
15 713 386 1 1
14 783 367 1 1
14 706 373 1 1
14 738 366 1 1
15 715 367 1 1
14 704 370 1 1
16 702 370 1 1
15 708 367 1 1
14 734 367 1 1
15 714 368 1 1
14 709 393 1 1
1708 720 371 1 1
18 727 370 1 1
14 734 372 1 1
14 715 370 1 1
14 722 368 1 1
13 787 375 1 1
15 718 369 1 1
13 713 371 1 1
13 780 371 1 1
13 804 377 1 1
