FastMIS KBoundedMIS GreedyMIS
42 52 50
41 52 50
41 52 50
41 52 50
41 52 50
41 52 50
41 51 50
41 52 50
41 52 50
41 51 50
41 51 50
41 51 50
41 51 50
41 51 50
41 51 50
41 51 50
41 51 50
40 51 50
40 51 50
40 51 50
40 51 50
40 51 50
40 51 50
40 51 50
39 50 50
39 50 50
39 50 50
39 50 50
39 50 50
39 50 50
38 50 50
38 50 50
38 50 50
38 50 50
38 50 50
38 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 50 50
37 50 50
37 50 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 50 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 50 50
37 50 50
37 50 50
37 50 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 49 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 50 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 51 50
37 50 50
37 50 50
37 50 50
37 50 50
36 50 50
36 50 50
36 50 50
36 50 50
36 50 50
35 50 50
35 50 50
35 50 50
35 50 50
34 50 50
34 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
33 50 50
32 50 50
32 50 50
32 50 50
31 50 50
31 50 50
31 50 50
31 50 50
31 50 50
31 50 50
31 50 50
31 50 50
30 50 50
30 50 50
30 50 50
30 50 50
30 50 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
30 51 50
