FastMIS KBoundedMIS GreedyMIS
66 76 75
65 76 75
65 76 75
65 76 75
65 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 75 75
64 76 75
64 75 75
64 76 75
64 75 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 75 75
64 75 75
64 76 75
64 75 75
64 76 75
64 75 75
64 76 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 75 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
64 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 76 75
63 75 75
63 75 75
63 75 75
63 75 75
63 75 75
63 75 75
63 74 75
63 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
62 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 74 75
61 73 75
61 73 75
61 73 75
61 73 75
61 73 75
60 73 75
60 73 75
60 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
59 73 75
58 73 75
58 73 75
58 73 75
58 73 75
58 73 75
58 73 75
57 73 75
57 73 75
57 73 75
57 73 75
56 73 75
56 73 75
56 73 75
56 73 75
56 73 75
56 73 75
55 73 75
55 73 75
55 73 75
55 73 75
55 73 75
55 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 73 75
54 72 75
54 73 75
54 73 75
54 73 75
53 73 75
53 73 75
53 73 75
53 73 75
53 73 75
53 73 75
52 73 75
52 73 75
52 73 75
52 73 75
52 73 75
51 73 75
51 73 75
51 73 75
51 73 75
51 73 75
51 73 75
51 73 75
51 73 75
51 74 75
51 74 75
51 74 75
50 74 75
50 74 75
50 74 75
50 74 75
50 74 75
49 75 75
49 75 75
49 75 75
49 75 75
48 75 75
48 75 75
48 75 75
48 75 75
48 75 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
48 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
47 76 75
