FastMIS KBoundedMIS GreedyMIS
69 0 80
69 0 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 81 80
69 80 80
69 80 80
69 80 80
68 80 80
68 80 80
67 80 80
67 80 80
67 80 80
67 80 80
67 80 80
67 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 80 80
66 79 80
66 79 80
65 79 80
65 79 80
65 79 80
65 79 80
64 79 80
64 79 80
64 80 80
64 80 80
64 80 80
64 80 80
63 80 80
63 80 80
62 80 80
62 80 80
62 80 80
62 80 80
62 80 80
62 80 80
62 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
61 80 80
60 80 80
60 80 80
60 80 80
60 80 80
59 80 80
58 79 80
58 79 80
58 79 80
58 79 80
58 79 80
58 79 80
58 79 80
57 79 80
57 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
56 79 80
55 78 80
54 78 80
54 78 80
53 78 80
53 78 80
53 78 80
53 78 80
52 78 80
52 78 80
51 78 80
51 78 80
51 78 80
51 78 80
51 78 80
51 78 80
50 78 80
50 78 80
50 78 80
50 78 80
49 78 80
49 78 80
48 78 80
48 78 80
48 78 80
48 78 80
47 78 80
47 78 80
47 78 80
46 78 80
46 78 80
46 78 80
46 78 80
45 78 80
45 78 80
45 78 80
45 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
44 78 80
43 78 80
43 78 80
43 78 80
42 78 80
42 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
41 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
40 78 80
39 78 80
39 78 80
39 78 80
39 78 80
38 78 80
38 78 80
37 78 80
37 78 80
37 78 80
36 78 80
36 78 80
35 78 80
35 78 80
34 78 80
34 78 80
33 78 80
33 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
32 78 80
31 78 80
31 78 80
31 78 80
31 78 80
31 78 80
31 78 80
30 78 80
30 78 80
29 78 80
29 78 80
29 78 80
29 79 80
29 78 80
29 79 80
29 79 80
28 79 80
28 79 80
28 79 80
28 79 80
27 79 80
27 79 80
27 79 80
27 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
26 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
25 79 80
