RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
90 155 73 71 161 85
77 156 80 75 161 80
72 176 86 82 161 80
83 183 83 80 161 72
75 152 72 75 161 72
92 151 74 69 161 72
83 119 72 86 161 71
83 137 64 75 161 67
70 111 92 74 161 65
61 287 66 65 161 65
81 168 63 60 161 65
71 84 63 69 161 65
68 168 77 75 161 59
73 158 67 64 161 59
73 100 80 67 161 61
69 85 77 59 161 59
67 182 80 60 161 59
62 137 61 59 161 59
66 101 65 61 161 59
58 142 63 53 161 59
75 113 73 60 161 59
54 113 55 62 163 55
61 106 53 55 163 57
60 97 55 57 163 57
56 278 49 57 163 59
53 111 52 55 163 59
61 357 65 55 163 59
47 97 53 52 163 58
52 141 53 51 163 53
46 104 50 53 163 51
54 110 48 52 163 49
53 106 53 49 163 48
56 85 48 61 163 48
54 92 53 52 163 48
44 121 57 52 163 48
54 101 53 45 163 48
46 123 53 49 163 48
52 84 48 50 163 48
47 68 54 48 163 45
45 191 57 44 163 45
48 111 46 45 163 45
43 106 53 47 163 45
38 204 45 41 163 45
46 137 45 48 163 45
40 96 41 47 177 41
43 88 42 47 177 41
39 95 41 47 177 41
48 119 42 39 177 41
42 129 41 44 177 41
46 95 48 41 177 41
44 96 51 44 177 41
41 142 45 46 177 41
44 98 52 41 176 41
43 58 42 41 176 41
36 95 42 46 171 37
44 87 49 37 169 37
41 71 43 34 168 36
43 98 35 38 165 35
44 96 43 47 158 35
39 96 42 38 158 35
48 88 35 32 156 35
42 82 43 41 152 35
32 72 37 32 148 35
39 71 35 41 140 35
34 73 40 41 140 35
34 83 35 37 140 35
37 74 35 35 137 35
31 80 41 35 137 35
35 78 35 31 137 35
34 106 43 34 137 35
28 96 39 29 137 35
28 82 35 31 137 35
32 96 39 32 137 35
33 97 35 34 137 35
29 88 35 29 137 35
26 96 34 29 137 34
28 43 32 27 137 32
31 96 33 31 137 32
28 72 32 28 137 30
27 83 30 26 137 30
24 57 27 25 137 26
27 53 28 24 137 26
19 74 25 24 137 26
25 52 30 23 137 26
27 73 30 23 137 26
20 47 24 24 137 23
20 64 24 20 137 21
20 71 28 20 137 19
20 71 20 19 137 17
18 72 24 20 137 17
18 50 22 20 137 17
22 83 23 21 137 17
23 72 25 23 137 17
26 83 22 20 137 17
25 98 18 21 137 17
17 96 20 18 137 17
21 96 18 18 137 17
18 96 21 18 137 17
18 95 23 19 117 17
19 96 17 20 115 17
19 44 21 19 105 17
19 97 19 23 103 17
22 96 27 19 103 17
20 80 21 18 103 17
17 97 27 17 103 15
22 96 18 21 103 15
19 92 15 20 99 15
19 89 25 19 96 15
20 25 25 17 96 15
19 89 21 20 96 15
19 32 22 19 96 15
20 90 19 19 96 15
20 40 15 15 96 15
17 89 20 21 95 15
15 88 23 21 95 15
19 88 18 17 95 15
17 29 25 21 95 15
17 89 17 20 95 15
15 91 22 18 95 15
15 43 18 19 95 15
17 21 16 17 95 15
18 88 17 21 95 15
24 32 21 19 95 15
19 86 18 15 95 15
20 50 15 19 95 15
20 86 18 24 93 15
19 38 19 19 93 15
19 80 18 19 93 15
18 41 25 17 93 15
20 41 15 18 93 15
21 80 19 21 93 15
19 28 15 15 93 15
18 52 23 19 93 15
17 86 17 18 93 15
21 86 18 25 93 15
17 46 17 19 93 15
19 85 22 17 93 15
15 55 16 15 62 15
19 55 20 19 62 15
15 25 25 19 47 15
19 18 15 18 47 15
15 40 19 15 47 14
17 39 19 17 47 14
17 40 15 17 47 14
15 40 15 15 47 14
17 37 19 17 47 14
15 32 14 19 47 14
17 18 18 17 47 14
17 18 24 15 47 14
15 40 22 17 47 14
18 15 17 20 47 14
20 18 22 15 47 14
15 24 18 20 47 14
17 25 24 19 47 14
17 18 15 15 47 14
17 18 15 15 47 14
17 25 21 19 47 14
15 39 23 15 47 14
17 37 20 21 47 14
15 40 15 19 47 14
17 18 16 15 47 14
18 32 16 17 47 14
17 42 20 15 47 14
19 15 22 20 47 14
15 37 20 17 47 14
15 18 15 15 47 14
18 40 19 15 47 14
19 40 18 15 47 14
19 17 14 19 47 14
15 32 22 17 47 14
15 39 15 17 47 14
20 39 18 16 47 14
19 25 15 15 47 14
15 40 16 15 47 14
15 19 23 21 47 14
19 19 16 19 47 14
22 38 15 17 47 14
15 40 15 15 47 14
15 40 15 15 47 14
15 20 21 19 47 14
16 40 20 15 47 14
15 19 15 15 47 14
19 40 18 15 47 14
15 38 14 19 47 14
19 20 15 17 47 14
19 40 16 15 47 14
19 18 16 15 47 14
15 40 14 15 47 14
19 24 15 15 47 14
17 19 13 15 47 14
15 38 14 19 47 14
19 38 18 15 47 14
15 40 16 17 47 13
17 40 20 16 47 13
17 15 21 17 47 13
15 40 16 13 47 13
15 24 14 15 47 13
13 17 13 15 47 13
17 40 18 17 47 13
15 38 18 15 47 13
15 38 15 15 47 13
17 40 15 19 47 13
15 20 13 15 47 13
16 18 13 17 47 13
17 40 18 15 47 13
15 40 16 15 47 13
15 40 14 16 47 13
13 39 13 13 47 13
12 18 18 17 47 13
15 39 19 15 47 13
15 38 15 15 47 13
12 38 13 15 47 13
11 18 14 11 47 12
15 24 15 13 47 12
17 41 12 15 47 12
15 24 12 13 47 12
15 37 14 11 47 12
12 38 18 15 47 12
15 39 12 13 47 12
11 40 13 13 47 12
17 38 13 15 47 12
13 40 16 13 47 12
13 24 12 15 47 12
12 40 13 12 47 12
11 39 11 13 47 13
11 39 13 15 47 11
13 13 11 11 47 11
11 14 12 13 47 11
12 16 11 11 47 11
11 40 12 13 47 11
13 38 13 13 47 11
12 39 10 11 45 11
15 40 13 11 45 11
12 39 10 12 45 11
12 32 16 13 43 11
12 39 12 11 43 11
12 38 12 11 43 11
10 17 10 9 43 11
13 38 12 9 43 11
12 39 10 11 43 11
13 39 10 13 43 11
10 38 10 12 43 11
15 39 10 11 43 11
11 38 10 13 43 11
13 14 11 11 43 11
11 16 12 15 43 11
12 38 13 11 43 11
11 38 10 12 43 11
10 38 12 13 43 11
13 40 13 11 43 11
10 38 12 11 43 11
12 39 12 12 43 11
10 16 13 11 43 11
12 15 13 11 43 11
10 15 12 12 43 11
11 39 10 11 43 11
11 16 14 11 43 11
12 40 12 13 43 11
10 38 10 11 43 11
12 16 12 12 43 11
12 39 14 11 43 11
12 39 13 11 43 11
11 38 14 11 43 11
10 24 12 11 43 11
13 39 12 12 43 11
13 15 14 11 43 11
13 39 12 11 43 11
12 39 12 12 43 11
12 38 14 13 43 11
10 39 10 13 43 11
12 15 12 11 43 11
13 15 10 11 43 11
10 40 11 11 43 11
10 24 13 12 43 11
10 32 12 13 43 11
12 40 13 11 43 11
12 39 12 13 43 10
10 39 11 12 43 10
12 18 12 12 43 10
12 40 10 11 43 10
10 39 14 11 43 10
12 15 14 13 43 10
13 14 14 11 43 10
8 39 11 9 43 10
10 38 11 11 43 10
12 15 10 9 43 10
12 38 13 11 43 10
12 39 13 13 43 10
12 39 11 12 43 10
10 15 13 11 43 10
10 14 11 11 43 10
10 39 10 11 43 10
12 38 11 11 43 10
12 38 10 10 43 10
11 14 14 11 43 10
11 38 11 10 43 10
12 38 14 13 43 10
11 32 14 15 43 9
11 32 11 11 43 9
12 39 11 11 43 9
12 39 13 11 43 9
11 40 14 11 43 9
10 39 11 12 43 9
12 15 11 9 43 9
15 32 10 11 43 9
