RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
86 139 97 70 227 88
87 138 99 71 227 88
86 138 91 79 227 88
86 141 97 69 227 88
81 648 97 88 227 88
81 206 88 66 227 88
67 129 86 77 227 88
88 277 97 81 227 88
68 147 91 66 227 91
57 131 93 81 227 91
70 187 82 78 227 91
62 112 93 70 227 91
74 238 82 66 227 91
73 142 85 83 227 91
82 232 91 68 227 91
68 150 86 63 227 91
68 152 91 64 227 91
59 109 90 69 227 91
65 160 91 58 227 91
74 124 90 62 227 91
74 96 92 75 227 92
69 384 81 61 227 89
68 116 72 61 227 89
60 98 89 56 227 89
60 117 62 72 227 79
59 147 76 57 227 79
72 98 78 64 227 79
51 386 79 61 227 79
73 104 81 83 227 79
59 310 62 64 227 79
65 253 56 59 227 79
54 220 76 56 227 76
68 97 52 56 227 75
50 99 70 56 227 75
49 119 67 60 227 69
85 202 52 58 227 67
66 150 79 63 227 67
62 150 76 54 227 66
56 246 70 54 227 66
53 202 51 52 227 66
59 89 52 51 227 65
56 136 62 61 227 63
56 353 52 50 227 63
52 81 54 52 227 63
57 186 63 57 227 63
50 150 52 50 227 63
51 253 71 51 227 60
49 187 54 51 227 60
52 119 50 47 227 60
53 147 55 49 227 60
49 194 53 53 227 60
50 116 55 50 227 60
51 74 46 59 227 60
50 192 48 50 227 60
49 119 58 47 227 60
45 145 49 49 227 60
48 107 53 50 227 60
52 140 49 49 227 60
56 114 49 51 227 60
47 210 55 47 227 60
47 103 48 45 227 60
52 147 48 50 227 58
49 107 51 45 227 58
48 202 55 44 227 56
48 142 45 41 227 51
45 120 44 46 227 48
48 210 48 45 227 48
53 92 39 44 227 48
42 56 55 47 227 48
46 289 37 45 227 48
38 56 38 45 227 48
39 243 37 39 227 47
45 98 50 41 227 43
37 210 43 36 227 46
31 69 36 34 227 43
31 105 34 35 227 43
35 258 37 33 227 43
35 70 37 31 227 43
32 216 37 31 227 43
30 213 36 27 227 43
31 116 31 29 227 43
31 147 36 29 217 31
31 51 36 35 217 31
26 84 37 26 206 22
24 88 22 23 177 22
26 51 22 23 170 22
26 126 29 30 142 21
25 126 22 19 142 21
20 56 35 25 142 21
27 55 35 27 142 21
25 69 29 24 129 21
21 57 34 31 111 21
26 70 31 25 111 21
24 50 23 23 104 21
18 80 26 25 93 20
29 55 32 22 70 20
22 54 20 25 70 20
21 53 20 21 70 20
27 51 29 27 70 20
22 46 23 29 70 20
21 42 22 23 70 20
21 54 32 20 70 20
21 59 30 19 70 20
24 46 22 24 70 20
22 53 21 20 70 20
22 59 32 25 70 20
20 55 25 22 70 20
23 54 20 21 70 20
23 55 27 22 70 20
21 50 18 21 70 20
22 52 26 18 70 20
23 55 19 22 70 20
20 53 20 20 70 20
24 54 32 19 70 20
20 45 24 19 70 20
19 37 29 19 70 20
23 56 26 23 70 20
25 53 23 21 70 20
21 55 22 23 70 20
21 54 28 21 70 20
23 37 32 25 70 20
23 56 29 27 70 20
23 53 27 25 70 20
20 54 30 21 70 20
21 43 30 21 70 20
20 56 20 21 70 20
23 36 21 20 70 20
20 53 26 29 70 20
24 59 30 20 70 20
20 43 25 29 70 20
22 43 24 28 70 20
22 37 19 22 70 19
25 50 19 22 70 19
22 28 19 19 70 19
23 56 17 26 70 19
19 54 21 20 70 19
26 51 20 24 70 19
21 35 27 20 70 19
18 24 23 23 70 18
24 54 26 23 70 18
21 37 18 20 70 18
19 53 20 21 70 18
20 53 17 21 70 18
27 55 29 21 70 18
24 59 29 23 70 18
24 56 27 20 70 17
17 51 19 23 70 17
26 56 27 18 70 17
18 54 28 19 70 17
20 55 17 21 70 17
17 42 20 21 70 17
19 57 26 21 70 17
21 54 23 21 70 17
20 51 17 25 70 17
20 54 27 23 70 17
22 53 17 19 70 17
20 35 18 22 70 17
23 55 19 21 70 17
24 50 19 23 70 17
21 23 18 18 70 17
18 54 26 18 70 17
20 22 27 19 70 17
20 56 27 21 70 17
20 51 27 20 70 19
25 52 23 21 70 19
20 54 22 21 70 19
24 36 17 23 70 19
20 19 23 23 70 19
21 55 21 21 70 19
22 54 23 24 70 19
19 54 18 17 70 19
21 57 18 19 70 19
20 59 18 19 70 19
20 55 19 25 70 19
21 53 31 23 70 19
23 21 27 17 70 19
21 55 18 23 70 19
21 24 18 19 70 19
23 51 18 20 70 16
24 20 20 23 70 16
16 56 25 15 70 16
19 53 24 20 70 16
20 51 21 18 70 16
15 42 20 17 70 16
21 54 19 21 70 16
24 19 17 16 70 16
24 53 20 21 70 16
16 54 18 16 70 16
16 20 19 17 70 16
21 51 17 19 70 16
15 36 20 17 70 16
16 20 25 17 70 16
16 53 20 20 70 16
16 55 25 19 70 16
20 20 19 14 70 16
16 54 18 17 70 16
17 54 15 23 65 16
14 51 21 17 60 16
15 20 22 14 60 16
14 54 25 17 60 16
20 55 17 14 60 16
18 18 15 19 60 16
17 56 16 17 60 16
17 36 19 19 60 16
17 19 15 15 60 15
17 19 16 14 60 15
17 20 21 15 60 15
15 54 16 17 60 15
17 36 19 17 60 15
16 54 15 23 60 15
17 54 16 19 60 15
18 54 13 19 60 15
20 55 24 16 60 15
15 20 20 15 60 15
22 51 14 19 60 15
20 51 18 15 60 15
17 22 22 18 60 15
16 57 25 13 60 15
16 19 19 17 60 15
19 54 18 17 60 15
16 54 23 17 60 15
17 18 17 17 60 15
18 52 12 19 60 15
14 55 19 21 60 15
19 55 20 18 60 15
15 42 23 15 60 15
15 53 22 15 60 15
17 54 20 15 60 12
18 21 18 13 60 12
15 19 18 15 60 12
16 54 18 14 60 12
14 54 17 15 60 12
15 54 15 14 60 12
14 20 20 17 60 12
17 36 12 15 60 12
14 54 13 15 60 12
17 53 14 17 60 12
17 42 20 20 60 12
15 21 14 17 60 12
14 36 16 15 60 12
15 54 21 18 60 12
15 55 18 12 60 12
16 54 17 15 60 12
14 22 14 16 60 12
14 50 14 15 60 12
15 23 17 15 60 12
16 56 15 15 60 12
15 53 14 15 60 12
36 54 18 15 60 12
14 19 19 15 60 12
11 54 12 15 60 11
14 54 18 15 60 11
11 19 11 14 60 11
