RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic ModifiedIncremental
1320 290 493 3310 43855 448 10717
1344 206 496 3197 43383 309 9744
1252 202 481 3155 44612 366 10150
1585 377 557 3325 47328 388 15866
1348 204 505 3253 43949 704 10571
1311 328 493 3198 45032 546 10735
1336 202 516 3201 45951 322 10020
1301 203 496 3216 44433 350 10237
1345 205 499 3249 49898 395 10507
1297 302 496 3242 44135 324 10222
1346 215 507 3304 49637 308 10040
1291 205 493 3220 49718 342 9500
1370 304 504 3216 50849 328 9858
1324 337 516 3297 47158 337 10683
1367 304 614 3211 45142 319 10245
1316 203 494 3237 45658 341 10136
1291 204 502 3180 43631 319 9777
1308 205 500 3217 43251 320 9619
1412 226 525 3745 44208 294 10567
1211 220 456 3100 44983 334 10441
1366 209 519 3297 44685 345 10847
1315 198 556 3214 43884 318 9905
1307 207 497 3247 44787 346 10394
1315 338 509 3321 45658 334 10243
1309 208 507 3258 48100 342 10351
1374 208 750 3834 45211 330 10133
1307 210 507 3271 48996 360 10161
1359 212 510 3313 44714 388 10370
1352 209 511 3254 45955 333 10282
1299 210 501 3287 45833 345 10316
1370 209 515 3572 69327 519 10801
1325 211 509 3486 45671 372 14467
1581 235 553 3410 46108 350 10759
1328 207 509 3389 47774 343 11229
1370 240 524 3434 49032 459 13068
1392 214 532 3988 53061 390 11199
2535 315 835 3370 57905 336 10230
1373 350 523 3587 47466 343 9935
1325 210 504 3299 46266 313 9591
1317 207 495 3250 46231 326 10916
1431 211 505 3348 48551 385 21752
3527 216 1407 4971 72670 359 14270
1522 218 738 3389 53507 395 12849
1380 221 637 3423 47388 349 14647
1411 206 509 3479 51117 375 11607
1445 396 656 4660 50195 407 11202
1802 232 526 3486 53273 344 11121
1308 206 546 3426 54873 329 11265
1407 211 533 3589 54045 388 12115
1464 206 516 922417065 173724 1507 35040
1943 247 1000 8160 94424 682 23203
6645 728 1860 11590 83014 1492 17204
3515 936 867 10568 56414 331 11212
1356 209 512 3310 47466 331 10500
1324 205 507 3284 45041 328 10432
1314 203 509 3300 49748 371 11711
1512 365 686 3376 50512 350 11488
1720 212 561 4012 47805 336 11005
1324 340 515 3552 64602 379 24735
1371 642 529 5511 69645 649 14084
2965 352 993 5221 67518 374 11421
1541 260 859 5180 47313 323 11024
1368 217 529 3993 48141 346 12883
2017 223 702 4620 50788 329 12001
1483 209 525 3479 47021 333 11593
1515 433 657 4285 64814 427 20282
1915 263 510 5280 123250 375 11888
1606 393 530 3518 49772 330 11649
1355 200 494 3423 46195 324 10902
1339 211 514 3393 50940 713 15641
1607 255 525 3556 46167 338 11259
1347 197 522 3477 47606 337 11263
1324 213 524 3357 44948 369 11929
1319 212 518 3392 45255 304 10439
1236 188 503 3305 44492 309 10471
1223 192 484 3133 41831 279 9510
1246 194 496 3231 42145 344 10210
1290 200 543 3146 45598 329 10677
1265 189 475 3229 44635 336 10639
1295 213 526 3247 44750 359 11061
1222 319 510 3566 43514 294 10085
1272 197 522 3425 47715 361 10976
1348 219 620 3545 46229 311 10127
1273 195 485 3290 42599 289 9771
1338 249 595 3421 44161 321 10268
1277 323 501 3219 44059 315 10557
1272 332 503 3367 46447 363 11422
1329 211 526 3522 45806 301 10251
