RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
1773 295 166 2454 11700 102
1971 276 176 2649 12139 106
1804 262 182 2426 15160 104
1807 291 170 2438 15879 104
1972 260 171 2458 16055 108
1779 265 187 2441 16202 112
1783 315 188 2461 16622 113
1751 262 176 2492 16495 122
1822 269 189 2440 17202 122
1821 250 185 2523 17241 127
1904 325 177 2531 17541 125
1832 259 195 2496 17802 129
2238 283 204 2518 18153 137
2070 251 215 2887 18688 136
2187 277 212 2549 19048 130
1838 334 172 2522 19469 139
1970 325 179 2593 19604 137
2131 313 212 2901 19772 166
1977 304 178 2576 19830 138
2048 282 228 2723 20343 143
1978 246 223 2650 20631 142
2081 389 206 2705 23692 177
2124 247 207 2793 26132 170
2161 233 203 2773 21563 169
2238 396 293 3214 21711 191
2241 330 189 2845 21781 193
2055 346 188 3052 21743 197
2077 231 279 2798 21511 198
1975 338 284 3169 22420 200
2079 402 255 2816 22421 210
2190 372 285 2808 22627 218
2382 480 300 2843 22128 216
2152 319 333 2806 22002 222
2170 283 190 2852 22013 217
2433 388 192 3268 21903 222
2017 235 198 2882 21782 223
2190 404 233 2691 21661 224
2042 215 195 2954 21528 227
2206 293 317 2991 21954 194
2045 252 194 3079 21931 214
2237 331 195 3006 21971 198
2408 316 280 3028 21966 195
2177 456 200 2981 21972 200
2297 293 199 2973 21971 203
2142 314 243 3001 41060 223
2308 249 205 3118 36946 166
2186 411 244 3077 35454 167
2492 363 251 2926 35443 169
2642 221 256 3172 36264 168
2201 455 439 2903 35609 166
2126 332 252 3413 36384 173
2264 338 411 3068 42344 181
2843 254 217 3659 46436 227
2278 335 210 3378 46482 222
2221 218 255 3021 45304 180
2022 304 208 2909 44935 223
2340 237 265 3283 45148 178
2208 355 208 3307 46080 177
2382 361 206 3250 47315 186
2150 447 262 3219 39399 180
2299 358 206 2863 47426 182
2306 464 319 3488 47823 232
2169 458 215 3135 48482 186
2116 467 211 3526 48409 189
2258 234 212 3448 48379 188
