RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
1673 226 168 2663 9114 108
1679 288 171 2316 10377 112
1872 227 177 2394 10520 107
1692 271 178 2710 12185 104
1785 271 180 2453 12503 119
1783 266 168 2539 14534 114
1736 267 176 2442 15445 125
1778 259 202 2778 15534 124
1808 241 206 2471 19199 168
1804 410 243 2490 18023 165
1844 344 219 2494 16275 168
2084 330 171 2800 27393 186
2169 397 206 2706 18435 188
2081 269 183 2783 18444 189
2090 294 180 2663 17853 188
1973 384 231 2998 17806 187
2056 344 230 2593 17820 189
2344 421 224 2775 20689 188
2065 360 246 3008 20744 193
2394 224 238 3132 19828 191
2193 347 273 2902 19780 190
2184 278 267 2932 19854 210
2373 431 176 2925 20196 210
1911 322 235 2879 20299 232
2420 372 176 2849 27087 210
1998 360 311 2662 23957 210
2132 357 182 2944 22752 213
2129 394 307 2828 22690 216
1999 385 327 2609 22644 219
2151 297 285 2811 22773 221
2135 317 181 2916 22396 219
2127 320 182 3145 26779 222
2007 476 330 3159 27075 224
2104 225 185 2845 27572 229
2448 384 298 3109 27255 226
2194 481 223 2787 27441 227
2050 313 273 2994 27456 228
2142 283 187 2913 27842 231
2123 245 191 2774 27687 222
1935 412 192 3285 27555 230
1948 254 190 3056 27707 212
2038 520 207 2897 27285 202
2253 403 228 2853 27151 209
2029 316 339 3023 26795 206
2208 339 320 3236 26709 209
2173 328 197 3106 27118 224
2141 341 334 3151 26657 218
2126 339 199 2895 26873 216
2061 348 234 2968 26785 215
2032 323 335 2843 27311 223
2167 297 200 2984 26325 215
2279 521 349 2892 25952 217
2201 334 197 3104 26508 216
2050 382 201 3178 30580 217
2153 601 339 3338 26436 225
2045 253 392 3447 25753 218
2208 609 200 2922 27041 218
2361 228 201 3089 26302 237
2165 229 201 3038 41662 221
2523 494 253 2958 41810 228
2378 546 252 2860 42066 229
2091 369 205 3280 41730 266
2394 240 373 3057 41952 279
1919 334 213 2822 41863 267
2015 463 209 3010 41721 264
2123 437 209 3008 41957 284
2287 361 213 2994 41654 258
2100 234 214 2927 41803 317
2602 460 470 3033 41306 316
2383 460 215 3209 41431 302
2135 225 215 3045 41313 306
2171 648 215 3144 40865 366
2710 375 220 3805 40728 302
2288 725 214 3324 46612 333
2011 395 220 3375 49393 337
2527 384 215 3863 49392 342
