RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
2175 548 650 8068 19 1666
2209 361 669 8117 18 1690
2065 346 681 8099 2 1712
2016 341 659 7996 19 1680
2073 344 656 8065 2 1689
2114 329 658 8253 2 1689
2134 394 689 8084 2 1678
2096 334 636 8035 7 1835
2078 359 652 8062 38 1652
2105 345 705 8023 11 1652
2121 325 670 8082 7 1675
2060 348 670 8018 8 1674
2133 359 679 8040 3 1644
2088 294 656 7980 6 1684
2123 354 682 7982 2 1688
2117 410 659 7988 3 1655
2077 533 649 7987 10 1688
2126 323 648 7997 16 1643
2045 338 634 8049 2 1650
2153 304 662 7962 19 1661
2121 325 646 7962 11 1633
2048 382 688 7940 2 1644
2058 377 660 8066 3 1682
2294 378 633 8110 27 1636
2050 360 683 8016 3 1676
2094 403 654 7905 2 1612
2118 357 649 7958 3 1635
2088 362 639 10928 3 4504
1956 337 669 8122 2 1657
2114 312 659 7895 2 1645
2122 403 661 8031 2 1636
2083 312 692 8083 2 1607
2068 303 633 7903 2 1627
2136 325 643 7874 3 1627
2118 325 704 8171 2 1630
2073 441 707 7910 2 1628
2095 297 695 7984 3 1632
2030 348 638 7928 3 1782
2009 325 633 7920 3 1611
2068 397 648 7840 4 1658
1977 365 626 7942 8 1812
2118 324 649 7843 19 1670
1917 307 664 8000 2 1629
2085 304 646 7886 29 1609
2086 304 676 7894 7 1605
2041 328 648 7906 27 1608
2088 418 628 7872 19 1673
1990 301 633 7906 2 1630
2061 350 631 7967 3 1634
2097 301 631 7838 23 1606
1985 306 664 7910 20 1648
2067 354 686 7864 19 1612
2082 323 668 7855 8 1635
2012 329 629 7884 19 1632
2124 392 641 7897 18 1595
2077 356 632 7883 3 1623
2107 329 1119 7925 2 1611
2063 348 662 7819 2 1598
1966 318 639 7880 11 1614
2154 353 650 7938 2 1624
2100 420 638 7884 2 1604
2096 277 646 7902 2 1602
2017 380 647 7843 2 1592
2138 356 651 8247 2 1735
2143 367 670 8205 3 1684
2220 352 722 8244 3 1648
2229 383 687 8114 3 1655
2122 365 636 8064 3 1629
2088 415 635 8066 3 1668
2088 341 663 8200 3 1687
2168 425 657 8211 2 1675
2215 383 688 8276 2 1696
2151 300 645 8197 3 1657
2039 316 654 7744 2 1581
2116 307 623 7766 2 1610
2153 334 615 7812 266 1601
2062 331 623 7710 2 1607
2103 325 625 7787 3 1593
1984 335 626 7772 2 1640
2153 325 622 7718 19 1569
2214 319 633 7816 19 1609
2087 505 632 7797 2 1647
2093 306 804 7680 2 1573
2076 353 622 7738 28 1564
2118 385 645 7687 2 1588
2185 379 640 7819 2 1584
2036 360 652 7692 11 1574
2076 318 620 7700 12 1608
2113 376 622 7802 2 1582
2086 389 637 7738 7 1591
2031 320 626 7657 2 1635
2048 319 635 7716 19 1581
2146 314 661 7700 7 1566
2171 314 639 7752 2 1547
2028 357 618 7726 16 1561
2033 314 639 7733 8 1579
1975 386 630 7790 2 1581
2046 366 644 7720 19 1583
2104 354 640 7681 7 1556
2085 343 615 7661 7 1576
2204 348 641 7615 8 1572
2123 381 636 7601 7 1571
2114 304 610 7802 3 1581
2033 369 623 7667 19 1579
2094 354 643 7674 2 1567
2090 365 809 7614 2 1547
2093 345 615 7690 2 1553
2015 317 622 7629 43 1761
2061 352 632 7639 2 1568
2044 341 629 7724 2 1563
2016 295 626 7647 2 1555
2110 375 611 7570 2 1615
1984 314 616 7734 2 1562
2125 292 621 7575 2 1552
2080 357 797 7602 2 1549
2096 399 598 7626 2 1574
2053 501 667 7736 8 1548
2015 348 619 7562 11 1566
2109 323 602 7638 2 1560
2005 368 614 7606 4 1552
2127 308 647 7602 3 1556
2008 457 624 7552 19 1567
1995 413 615 7640 2 1565
2033 306 616 7572 2 1560
2044 332 662 7731 2 1661
2266 319 625 7615 10 1599
2068 301 835 7602 3 1565
2051 341 609 7643 23 1575
2103 292 597 7636 30 1561
1946 369 612 7558 19 1544
2093 321 604 7513 19 1540
2066 466 598 7599 35 1615
2133 335 605 7491 8 1643
2034 369 611 7563 7 1523
2064 324 621 7592 11 1560
1995 341 607 7587 8 1565
2095 348 614 7558 7 1532
2052 387 611 7479 7 1580
2097 307 599 7560 2 1541
2030 556 606 7671 2 1550
2012 416 610 7477 2 1524
2042 359 590 7636 8 1567
2025 413 626 7574 2 1537
2166 333 606 7529 2 1647
2050 414 606 7514 2 1541
2010 406 619 7539 2 1516
2018 329 616 7408 2 1519
2049 314 593 7616 2 1533
2196 404 621 7481 2 1508
2108 299 633 7424 2 1570
