RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
9494 743 1451 16645 6 621
4610 419 915 10836 3 441
3782 309 693 9789 3 429
3738 309 721 9921 12 435
3477 312 673 10004 6 432
3659 325 688 9878 4 456
3718 308 724 9623 3 433
3641 297 756 9996 116 436
3617 375 718 10117 4 429
3521 300 675 9975 3 432
3753 268 720 9484 3 427
3725 380 723 10286 2 445
3520 384 722 9924 2 426
3702 331 701 9968 3 431
3646 428 678 9969 2 427
3598 285 704 9607 3 437
3809 358 676 9731 3 431
3721 299 777 9965 3 431
3661 451 755 10080 3 427
3779 317 782 9967 12 426
3742 368 695 9701 8 424
3711 302 714 9933 2 429
3600 322 676 9866 3 425
3666 344 815 10335 4 428
3729 339 704 9429 29 429
3608 298 681 9792 2 443
3843 442 703 9862 3 424
3700 314 704 9569 3 429
3725 313 744 9553 2 425
3615 289 712 9858 3 428
3713 278 770 9721 4 426
3696 310 753 9823 12 455
3808 352 694 9839 3 427
3674 290 714 9435 2 425
3592 321 689 9736 3 426
3878 276 745 9658 3 423
3695 264 711 9999 3 422
3629 346 697 9940 3 435
3682 306 693 9605 4 433
3587 254 713 9497 2 423
3647 291 747 9723 3 424
3627 398 715 9507 3 429
3742 393 696 9711 3 423
3516 275 724 9912 8 422
3599 390 689 9753 3 421
3521 296 666 9803 3 423
3591 289 677 9528 3 422
3734 300 673 9853 3 422
3865 330 689 9501 2 423
3611 305 706 9845 3 422
3651 292 678 9471 3 442
3681 298 706 9976 2 418
3886 321 700 9936 3 420
3690 326 706 9715 3 420
3545 374 672 9332 3 421
3645 305 775 9192 3 420
3647 304 721 9833 3 422
3639 287 714 9790 3 421
3552 243 697 9660 4 421
3707 376 690 9343 2 421
3590 360 702 9911 3 441
3875 307 781 9950 3 428
3789 354 688 10441 3 489
3600 333 684 9588 11 422
3733 295 697 9803 3 422
3609 328 762 9650 3 422
3637 342 679 9667 3 429
3652 307 774 9519 3 427
3507 306 738 9765 2 421
3831 383 663 9374 3 421
3678 350 674 9473 2 425
3464 259 685 9585 3 424
3599 277 682 9671 8 426
3669 316 711 9650 3 420
3664 397 826 9452 2 420
3636 330 674 9677 3 423
3753 327 703 9928 3 429
3594 332 696 9705 20 423
3588 366 679 9633 3 420
3687 324 687 9682 3 421
3585 255 660 9850 2 421
3575 286 666 9584 3 422
3823 335 661 9778 3 424
3628 330 714 9453 2 422
3619 330 730 9280 11 425
3629 273 667 9225 9 424
3669 308 694 9622 3 424
3599 342 731 9249 3 426
3667 246 684 9270 3 423
3629 333 669 9267 3 425
3399 268 690 9798 2 426
3695 333 689 15809 8 424
3812 358 691 11024 5 470
4005 353 727 10139 3 423
3515 312 706 9426 3 423
3495 447 691 9171 2 421
3636 398 647 9698 2 420
3920 265 788 10263 5 467
4143 269 734 10159 4 462
5870 317 775 9918 5 459
3979 300 746 10408 4 455
3959 350 732 10021 3 433
3904 311 679 10019 3 445
3870 312 731 10183 3 443
3694 328 702 10057 3 448
3775 334 727 9910 3 431
3808 385 717 9277 3 428
