RIndependent Gonzalez BaselineGreedy Bottleneck Dynamic FullyDynamic
4272 599 983 15427 5 2482
4173 686 993 15379 20 2540
4147 500 976 15371 3 2513
4256 604 1026 15582 28 2512
4346 461 1013 15552 5 2465
4232 557 980 15425 21 2504
4071 664 1006 15307 45 2561
4261 610 1016 15276 28 2488
4285 551 994 15228 38 2462
4125 554 962 15379 3 2466
4236 552 985 15369 45 2464
4147 652 981 15336 28 2488
4187 563 1014 15370 22 2510
4263 763 973 15437 4 2481
4155 503 982 15484 3 2641
4190 566 1012 15444 45 2488
4193 617 1265 15511 5 2455
4174 535 1169 15478 3 2561
4288 692 1005 16012 3 2558
4401 555 1011 15883 3 2540
4515 596 1018 15873 4 2547
4425 636 1031 16319 4 2579
4454 758 1047 16079 4 2467
4207 557 984 15351 19 2524
4413 609 983 15329 20 2458
4144 567 1004 15392 36 2485
4075 542 962 15636 8 2463
4396 597 990 15435 36 2441
4308 555 967 15331 3 2473
4288 625 978 15348 20 2606
4229 686 961 15360 8 2481
4292 515 992 15206 29 2435
4229 592 1029 15189 8 2458
4117 595 1001 15242 3 2468
4142 430 1005 15269 31 2443
4159 522 986 15271 3 2717
4225 746 984 15209 28 2447
4192 592 1264 15180 8 2433
4188 542 1150 15372 9 2426
4344 691 980 15228 7 2482
4231 507 991 15122 3 2407
4114 582 949 15189 3 2411
4275 511 959 15219 29 2462
4184 557 986 15288 10 2414
4242 524 1011 15208 29 2421
4210 533 957 15365 8 2406
4248 611 1004 15335 9 2429
4137 586 1002 15190 20 2427
4187 660 985 15186 20 2479
4090 668 965 15061 19 2395
4183 643 980 15182 3 2419
4274 727 961 15264 19 2391
4080 536 958 15139 9 2415
4210 565 995 15247 3 2409
4093 497 967 15165 340 2519
4150 556 994 15342 8 2420
4418 530 960 15205 8 2410
4284 564 952 15281 9 2423
4213 551 989 15206 3 2486
4228 569 945 15093 3 2484
4151 564 970 15210 3 2434
4263 528 923 15310 20 2414
4112 644 965 15106 20 2390
4261 841 977 15117 9 2448
4193 508 999 14961 3 2428
4202 605 962 15062 11 2393
4153 826 971 14997 3 2371
4274 605 995 15191 19 2425
4258 764 953 15248 5 2458
4258 581 965 14925 2 2404
4171 564 1036 14905 3 2381
4210 617 927 14944 8 2399
4188 735 968 15288 2 2408
4233 577 944 15094 3 2570
4204 640 949 15130 3 2422
4197 510 984 15037 8 2385
4116 517 961 15131 8 2403
4275 527 983 14931 28 2425
4210 495 967 15051 11 2381
4235 564 955 14975 12 2375
4229 537 948 15039 8 2385
4207 575 964 14971 9 2336
4174 575 944 15159 3 2382
4229 579 1052 15066 4 2518
4208 554 987 15091 4 2435
4146 626 937 14939 3 2380
4207 582 958 15219 29 2392
4315 612 951 14848 19 2388
4158 595 991 14886 11 2400
4149 572 932 14981 4 2437
4174 569 953 14923 3 2373
4166 551 954 15467 3 2374
4220 634 942 15130 3 2482
4265 537 951 14999 8 2380
4110 767 951 15112 3 2398
4369 634 954 15068 7 2410
4220 616 938 15186 9 2410
4144 486 969 15024 3 2398
4261 550 1086 14845 3 2373
4309 554 954 14951 3 2347
4237 787 937 14786 3 2353
4266 549 990 14977 11 2373
4164 648 969 14942 3 2608
4082 667 946 15056 3 2337
4149 557 953 14892 3 2371
4115 616 953 15075 3 2369
4284 575 1038 15458 3 2484
4266 583 954 15362 5 2505
4316 523 966 15603 4 2527
4456 683 991 15600 3 2494
4467 628 1036 15567 4 2505
4551 530 998 15309 8 2401
4140 582 940 15025 20 2433
4160 544 936 14850 3 2393
4748 584 889 14845 9 2386
4176 569 957 15019 45 2373
4214 711 901 14790 3 2349
4173 546 975 14783 2 2368
4166 464 959 15123 3 2358
4183 564 939 14774 8 2352
4444 536 939 15055 8 2374
4084 588 906 14945 19 2353
4115 676 935 14734 9 2355
4180 552 928 14761 20 2367
4030 603 1002 14760 4 2401
4090 556 924 14785 9 2580
4215 626 941 14765 3 2302
4132 549 892 14873 3 2331
4087 591 938 14829 28 2337
4226 492 942 14698 3 2327
4157 529 933 14818 3 2347
4103 557 961 14744 11 2365
4276 544 938 14810 3 2326
4296 523 938 14898 19 2363
4095 485 962 14702 3 2343
4210 540 964 14786 9 2349
4088 630 933 14787 11 2333
4255 524 933 14794 3 2351
4241 612 932 14754 19 2354
4057 532 934 14880 11 2338
4132 562 940 14697 2 2334
4275 638 919 14609 100 2324
4147 565 961 14717 3 2335
4185 566 919 14675 5 2376
4163 541 927 14679 19 2353
4279 897 913 14689 2 2389
4227 589 955 14717 2 2317
4101 559 914 14681 29 2387
4203 493 1077 14720 3 2325
4194 792 931 14741 19 2339
4148 600 920 15004 8 2385
4140 566 931 14489 8 2327
4181 529 925 14664 8 2467
4229 630 1074 14818 3 2361
4146 629 927 14925 7 2311
4258 462 934 14653 19 2350
4139 533 912 14293 11 2322
4075 539 919 14523 21 2374
4116 635 943 14659 2 2306
4138 573 914 14615 2 2350
4153 545 987 14685 7 2308
4091 627 950 14622 2 2311
4168 574 924 14533 3 2309
4198 480 987 14667 11 2388
4245 607 934 14703 19 2351
4103 545 929 14530 11 2363
4087 463 931 14767 11 2312
3998 550 943 14487 2 2342
4098 543 916 14843 11 2365
4237 486 945 14485 11 2337
4061 606 923 14555 11 2295
4102 459 900 14494 11 2298
4095 550 924 14534 3 2299
4208 508 887 14690 28 2279
4263 558 891 15027 3 2424
4194 534 914 14519 7 2362
4202 586 970 14237 7 2312
4097 566 912 14499 19 2365
4229 712 928 14542 7 2339
4039 587 920 14507 8 2373
4277 587 933 14414 8 2332
4203 681 961 14490 19 2308
4242 534 931 14554 19 2325
4149 580 919 14369 2 2291
4165 654 944 14623 4 2274
4087 531 910 14410 11 2316
4144 553 905 14509 2 2302
4066 540 919 14542 8 2316
4033 568 898 14472 8 2258
4036 611 933 14467 19 2282
4134 504 991 14447 8 2288
4347 545 924 14611 2 2278
4137 517 931 14318 19 2289
4114 562 912 14415 2 2282
4107 991 960 14161 3 2293
4317 657 916 14711 3 2284
4185 508 977 15248 3 2433
4548 643 951 15828 4 2739
4512 694 1047 15421 5 2494
4554 559 984 15451 5 2500
4398 528 985 15376 4 2395
4339 510 971 15372 4 2421
4462 675 958 15366 4 2397
4475 574 977 15111 5 2419
4445 542 933 15234 3 2442
4500 659 955 15674 3 2410
4272 575 934 16574 5 2569
4391 679 984 15217 4 2389
4186 666 964 14971 4 2342
4315 573 924 14949 3 2365
4342 531 940 14894 3 2533
4295 635 938 14968 3 2336
4153 481 941 14982 4 2386
4286 580 923 14875 3 2443
4206 803 944 15005 5 2409
4225 505 925 14391 3 2327
4319 473 912 14044 3 2271
4105 452 902 14193 3 2266
4106 599 905 14375 2 2292
4201 538 904 14216 2 2732
4116 600 919 14248 9 2276
4148 761 924 14347 3 2284
4192 567 911 14250 28 2295
4130 513 897 14357 45 2291
4066 588 912 14278 19 2274
4485 547 904 14284 8 2283
4228 525 906 14112 3 2269
4112 572 920 14379 3 2292
4144 622 900 14473 11 2238
4052 616 901 14270 9 2285
4154 496 919 14350 3 2265
4099 641 918 14378 4 2264
4177 556 921 14307 55 2256
4093 613 907 14264 3 2402
4083 520 910 14557 4 2442
4235 550 1014 15512 5 2360
4263 535 944 14289 3 2356
4140 501 901 14282 5 2250
4083 589 903 14316 55 2299
4090 513 897 14212 8 2231
4285 578 894 14423 3 2365
4101 618 892 14440 28 2354
4035 602 896 14093 8 2233
4174 558 904 14230 2 2258
4050 546 888 14113 3 2221
4106 623 1023 14488 11 2242
4156 542 907 14185 28 2252
4044 601 904 14319 28 2219
4122 583 884 14166 19 2230
4200 579 893 14077 19 2240
4043 476 883 14171 11 2209
3986 522 899 14078 8 2224
4141 563 872 14140 28 2221
4311 640 904 14105 4 2302
4098 526 888 14306 14 2286
4162 759 897 14124 3 2350
4300 555 919 13856 3 2206
4077 575 898 14128 11 2193
4149 624 900 14269 28 2481
4114 555 924 14261 3 2212
4269 539 886 14195 28 2232
4427 653 902 14156 20 2222
4088 540 907 13888 28 2215
4107 534 881 14474 20 2262
4277 479 878 14135 19 2226
4137 949 922 14371 4 2331
4376 599 895 14534 3 2338
4228 574 890 14146 20 2234
4130 525 889 14098 28 2233
3975 581 884 14050 8 2213
4252 470 881 14082 20 2259
4136 550 887 14004 3 2214
4040 595 900 14119 3 2225
4534 549 892 14160 8 2221
4092 529 872 13725 4 2208
4095 516 939 14209 8 2460
4161 745 891 14080 11 2237
4051 558 875 14232 2 2240
4166 520 880 13951 3 2212
4104 535 880 14088 4 2195
4162 588 884 13982 44 2219
4062 627 1004 14213 88 2219
4088 544 867 14076 3 2238
4162 494 881 14073 3 2192
4114 543 897 13930 3 2327
4011 542 879 13997 3 2205
4073 609 894 14149 9 2190
4066 595 881 14154 20 2204
4049 589 858 13891 3 2187
4224 714 910 14483 3 2259
4202 553 940 14275 3 2366
4403 522 999 14775 3 2429
4344 527 896 14348 3 2245
4186 519 915 14403 3 2299
4334 606 917 14592 3 2263
4364 587 897 14017 8 2231
4179 580 944 13911 7 2225
4098 553 898 14032 3 2187
4100 602 894 14037 20 2262
4107 654 894 14087 36 2200
4049 542 850 13868 19 2218
4558 696 836 13952 11 2181
4086 498 891 13869 8 2195
4128 560 874 14020 8 2185
4143 567 920 14069 7 2200
4163 611 878 13960 8 2231
4055 678 890 14073 3 2190
4159 503 873 13941 8 2173
4078 662 890 13986 19 2185
3991 756 880 14120 11 2182
3973 530 887 14071 20 2184
4115 656 1058 13796 8 2185
4101 409 879 14307 11 2206
4174 590 883 13903 11 2192
4061 566 886 13877 3 2159
4197 579 865 14052 3 2442
4009 612 1138 13969 11 2213
4063 454 865 13737 3 2438
4107 588 879 13907 3 2204
4230 486 900 13909 8 2192
4052 689 881 14019 3 2162
4115 491 885 13886 2 2164
4067 646 866 14034 7 2207
4051 649 859 13821 2 2149
4204 473 879 13827 3 2210
4032 595 879 13858 8 2157
4260 688 873 13826 3 2160
4089 486 876 13888 8 2151
4100 456 923 13743 2 2127
4450 612 880 13665 2 2157
4108 430 875 14156 3 2237
4348 574 888 13507 3 2242
4058 460 874 13548 3 2207
4211 587 888 13819 3 2162
4061 538 875 13803 20 2187
4006 560 861 13741 2 2189
4137 530 871 13716 20 2169
4166 579 874 13989 3 2192
4109 521 886 13892 3 2219
4124 705 931 14168 8 2170
4260 583 858 13902 8 2132
4136 484 871 13719 21 2186
4418 620 861 13737 53 2156
4168 671 877 13837 3 2147
4100 462 872 13866 10 2121
4082 583 853 13619 28 2181
4044 509 898 13437 8 2155
4148 602 858 13712 3 2131
4061 582 881 13888 17 2168
4044 502 899 13672 8 2128
4055 559 872 13763 9 2139
4081 712 857 14057 19 2162
4136 562 877 13740 7 2144
4117 546 857 13716 28 2097
4221 570 865 13671 19 2166
4202 658 831 13667 8 2126
4204 518 861 13889 28 2274
4118 520 1067 13724 19 2128
4009 466 865 13644 19 2121
4142 670 860 13718 8 2103
4465 594 1047 13748 3 2127
4330 616 873 13596 2 2123
4275 496 881 13908 7 2183
4163 643 844 13812 8 2601
4205 507 1076 13632 9 2112
4286 519 1003 13688 20 2117
4182 607 860 13633 3 2119
4103 719 878 13601 8 2123
4181 568 866 13813 8 2125
4197 477 868 13626 2 2135
4533 493 855 13736 70 2118
4131 607 864 13621 11 2263
4138 640 917 13512 11 2122
