RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
3001 747 427 5492 889
3356 399 294 4494 316
2554 393 257 3791 245
2327 333 238 3402 219
2436 327 219 3049 205
2036 335 189 2875 192
1753 242 180 2571 161
1636 220 186 2522 161
1652 210 172 2352 151
1780 244 164 2346 149
1688 303 163 2376 155
1543 226 185 2388 156
1548 264 169 2425 162
1566 244 164 2404 160
1586 241 165 2396 177
1558 220 184 2468 176
1776 241 165 2469 188
1823 206 163 2415 173
1645 210 188 2473 190
1755 283 175 2836 178
1630 264 207 2817 182
1567 225 214 2397 169
1712 247 239 2511 157
1641 268 256 2562 142
1801 317 232 2868 134
1896 228 177 2673 134
1930 328 251 2573 134
1789 199 175 2747 130
1882 341 202 2657 137
1738 193 173 2627 144
1649 249 175 2725 132
1895 298 244 2924 131
1689 277 178 2666 134
2059 278 181 2721 130
1984 362 253 2638 131
1632 296 181 3011 133
1650 266 181 2718 132
2048 359 291 2965 135
1802 208 183 2894 133
1631 216 184 3131 135
1880 290 183 2697 136
2133 223 192 3130 140
1961 216 285 2992 173
2168 299 222 3293 142
1969 290 283 3065 163
2521 388 231 3527 183
2261 441 212 3236 333
2253 367 252 3016 140
2100 495 218 3296 143
2015 220 253 3067 149
2171 334 202 3385 307
2139 624 203 3197 141
1917 535 311 3247 140
2410 354 253 2865 297
2157 350 204 3389 140
1965 663 204 2929 289
1954 316 403 3400 129
2050 230 345 3013 126
2330 433 345 3133 119
2020 341 528 3209 125
2249 231 208 3596 125
2454 451 324 3331 135
2102 338 370 3837 127
2324 441 317 2944 122
2257 355 355 3022 130
2103 198 350 3123 293
2113 350 251 3471 132
2059 549 200 3036 112
2108 218 210 3144 118
1994 342 212 3790 128
2127 384 222 3436 125
2430 364 276 3613 119
2123 222 221 3198 120
2088 374 214 3336 117
2435 533 206 3073 274
2153 323 272 3289 117
1992 457 208 3032 109
2329 484 210 3125 118
2113 358 407 3563 113
2331 471 209 3356 112
2565 469 215 3365 111
2039 358 221 3598 115
2352 251 414 3579 118
2380 489 299 3706 126
2340 354 229 3620 127
2216 225 306 3351 122
2351 515 227 3584 118
2396 670 234 3487 129
2300 505 232 3801 121
2336 556 230 3540 124
2252 371 375 3687 117
2373 369 232 3304 126
2527 361 240 3451 125
2321 368 233 3873 123
2300 363 245 3566 129
2425 523 233 3287 125
2577 379 405 3669 118
2273 369 240 3687 124
2326 395 369 3244 118
2315 397 248 3789 125
2408 232 236 3503 123
2385 391 237 3626 127
2319 537 239 3580 124
2521 390 472 3599 127
2336 387 404 3881 121
2184 228 229 3837 131
2361 886 233 3178 121
2258 226 567 3599 122
2315 404 573 3626 121
2386 377 234 3828 122
2270 524 232 3767 124
2406 229 235 3753 124
2340 517 497 3687 123
2312 524 239 3264 129
2573 520 235 3962 132
2250 537 239 3854 131
2464 409 241 3934 172
2437 371 236 3642 179
2304 548 242 3271 132
2436 369 242 3369 187
2320 398 241 3722 180
2416 398 246 3836 129
2447 675 244 3833 135
2330 532 245 3580 136
2425 258 243 3307 128
2372 375 246 4024 133
2312 404 244 3871 130
2371 388 254 3594 136
2322 522 248 4196 128
2436 253 250 3888 131
2449 568 249 3996 131
2341 234 245 3453 137
2460 510 248 3354 128
2689 261 249 4058 128
2432 393 250 3834 133
2435 386 248 3800 127
2315 564 249 3800 130
2389 798 253 4053 131
2395 406 250 3931 132
2396 252 249 3880 129
2597 392 522 3951 129
2520 624 251 3585 127
2480 530 252 3497 151
2531 539 255 3841 132
2474 489 251 3867 135
2372 507 249 3426 133
2389 563 253 3779 128
2396 243 256 3781 130
2388 541 259 3895 133
2381 404 258 3908 135
2370 380 261 3918 133
2355 273 318 4228 133
2480 551 264 3491 132
2353 527 267 3932 134
2387 675 258 4062 133
2448 242 258 4054 136
2396 407 333 3507 136
2380 540 257 3905 134
2427 549 256 3984 136
2440 397 257 3876 135
2412 548 261 3954 136
2282 604 262 4334 136
2318 291 261 3976 140
2525 247 265 4057 138
2641 582 272 3993 307
2349 624 270 4012 133
2285 434 261 4038 116
2918 475 262 3867 117
2395 413 264 4087 117
2343 438 264 4126 117
2333 346 271 4222 118
2357 828 264 3940 115
2459 557 268 4051 115
2344 293 273 4079 106
2445 305 266 4043 296
2691 359 265 4152 131
2346 600 262 3950 113
2333 556 268 4073 112
2470 391 264 4084 130
2686 433 264 4158 116
2450 414 271 4200 111
2364 371 272 4032 113
2524 392 268 4225 118
2462 392 283 4129 121
2610 412 267 3982 116
2443 505 270 4066 117
2415 393 277 3973 115
2580 431 276 4181 117
2409 302 280 4049 115
2396 243 283 4112 119
2403 401 284 4079 119
2498 525 267 3660 117
2519 251 282 4266 124
2411 437 273 4078 119
2365 450 275 4524 116
2384 245 283 4349 117
2531 245 278 3728 121
2375 339 273 4195 121
2399 703 281 4161 120
2364 473 282 4189 118
2484 413 275 4231 123
2446 493 270 4172 121
2636 509 275 4224 121
2520 278 285 4083 119
2442 653 282 4239 123
2750 390 328 4268 121
2597 251 277 4339 120
2506 478 282 4279 124
2398 346 304 4270 121
2567 256 431 4111 123
2391 473 283 4283 122
2420 329 281 4191 123
2546 402 286 4223 135
2411 534 303 4215 125
2520 760 447 4520 124
2447 253 295 4187 128
2439 486 284 4167 129
2472 559 286 4459 123
2491 585 295 4236 135
2402 410 283 4225 129
2501 351 289 4192 122
2604 423 318 4299 126
2521 300 283 4189 128
2445 396 292 4330 127
2384 547 286 4204 128
2524 531 290 4274 124
2559 324 283 4340 134
2512 350 434 4282 126
2401 537 295 4225 129
2528 315 295 4378 130
2414 550 293 4363 130
2523 419 305 4492 131
2412 537 292 4231 127
2732 624 293 4361 128
2495 256 321 4421 127
2714 354 288 4473 122
2618 314 293 4074 125
2863 641 288 4258 130
2583 665 288 3962 127
2456 615 290 4384 126
2443 422 294 4344 128
2461 361 518 4291 124
2495 272 293 3941 157
2662 404 292 4406 136
2735 521 304 4365 142
2453 325 592 4050 142
2667 304 296 4343 127
2470 478 297 4389 128
2525 318 306 4342 132
2669 321 299 4495 129
2763 697 296 4444 131
2712 329 301 3980 132
2712 490 300 3977 131
2620 390 296 3998 135
2499 580 305 4524 131
2567 358 304 4017 133
2487 431 297 4200 131
2664 466 298 4485 140
2650 305 301 4363 136
2667 473 306 4020 131
2656 460 301 4502 135
2941 456 299 4538 138
2776 446 311 4494 133
2585 534 305 4537 134
2655 533 314 4455 133
2471 364 303 4414 139
2449 342 299 4422 136
2707 308 303 4416 146
2470 435 305 4095 133
2539 562 312 4167 137
2568 633 306 4425 140
2615 381 306 4063 141
2693 269 313 4508 134
2563 422 308 4498 135
2504 405 305 4472 137
2783 339 309 4526 139
2720 287 304 4354 139
2499 488 307 4259 139
2692 419 305 4510 140
2772 511 307 4193 138
2821 434 310 4196 139
2651 373 318 4232 137
2703 307 310 4687 139
2667 444 312 4148 152
2715 441 312 4501 153
2738 298 312 4306 141
2846 507 310 4602 140
2650 301 317 4167 143
2582 391 320 4414 143
2498 440 312 4449 140
2679 488 315 5035 143
2639 415 321 4645 144
2595 620 324 4436 143
2801 308 312 4624 144
2758 606 315 5042 144
2637 371 310 4630 142
2818 487 313 4230 146
2709 480 529 4224 145
2722 692 313 4437 157
2907 475 347 4610 156
2605 380 325 4784 153
3066 567 385 4893 188
2924 455 328 5064 148
3010 459 334 4844 155
2740 538 505 4464 160
2870 660 335 4879 162
2728 799 436 4406 153
2981 478 349 4940 161
3604 441 327 4916 801
2775 662 329 4272 159
2616 427 326 4702 144
2870 266 324 4707 148
2699 299 329 4682 148
2595 356 323 4288 148
2590 337 327 4670 148
2773 482 504 4935 149
2589 573 320 4291 150
2915 290 329 4398 150
2808 575 320 4326 148
2739 350 336 5199 148
2966 536 340 4414 170
2700 276 328 4343 153
2788 382 331 5000 150
2784 355 328 5095 155
2678 408 320 4375 150
2823 465 330 5093 151
2610 402 332 4738 151
2569 593 328 4375 152
2633 588 322 4439 149
2877 434 330 4362 156
2812 269 335 4386 150
2676 274 332 4461 151
2682 647 349 4410 158
2693 481 326 4408 160
2548 436 336 4864 158
2581 447 335 5249 156
2756 567 327 4820 156
2690 405 348 4493 153
2716 305 335 4964 154
2796 741 325 4422 154
2691 470 343 4835 158
2902 450 331 4977 155
2613 355 382 4468 155
2617 456 333 5061 154
2765 311 329 4874 160
2735 348 641 4743 164
2825 574 329 4452 156
2841 473 334 4595 156
2663 598 352 5067 158
2742 402 336 4576 155
2639 483 331 4547 157
2718 422 339 4417 158
2877 587 334 4469 159
2914 359 348 4999 165
2874 424 357 4859 164
2869 360 346 4881 156
2757 540 338 4485 158
2719 568 335 4889 158
2688 499 341 4634 166
2614 484 337 4500 161
2611 456 330 4483 161
2646 565 333 4542 160
3091 440 343 4562 161
2623 443 353 5041 182
2790 461 341 4536 161
2852 312 332 4615 176
2690 605 336 5041 161
2654 437 341 4648 181
2913 635 352 4547 165
2677 312 341 4692 162
2717 437 353 4834 165
2970 532 353 4689 166
2869 382 355 4648 166
3071 777 354 5180 167
2712 543 357 4718 166
2837 529 361 4889 174
3039 757 359 4785 173
2827 802 362 4720 308
2796 619 380 5295 278
2868 461 350 4816 140
2756 377 359 4805 110
2828 579 388 4791 122
3221 538 356 4945 108
2732 519 374 4837 109
2734 513 368 4842 110
2895 355 356 5223 109
3003 393 352 4606 109
2650 413 349 4949 108
2649 353 345 5415 109
2930 576 362 5710 114
2907 472 354 4993 116
3251 368 400 5167 154
2672 425 354 4667 111
2612 637 652 4672 123
2789 355 376 4851 120
2809 458 378 4645 116
2855 297 356 5268 117
2665 391 354 4724 129
2845 536 382 4759 133
2660 470 354 5240 111
2972 578 350 4623 117
