FastMIS KBoundedMIS GreedyMIS
327 108 219
1 98 219
1 98 219
1 97 219
0 99 219
0 97 219
0 97 219
0 97 219
0 98 219
0 98 219
0 98 219
0 99 219
0 103 219
0 116 219
0 103 219
1 98 219
0 99 219
1 100 219
1 100 219
0 101 219
0 100 219
0 102 219
0 101 219
0 102 219
0 102 219
1 102 219
0 102 219
0 102 219
0 104 219
0 105 219
1 103 219
1 103 219
1 104 219
0 104 219
0 104 219
0 105 219
0 105 219
1 105 219
0 104 219
0 107 219
1 109 219
1 110 219
0 107 219
0 108 219
0 107 219
0 107 219
0 109 219
0 107 219
0 108 219
0 108 219
0 106 219
0 108 219
0 109 219
1 108 219
1 109 219
0 108 219
0 110 219
0 107 219
0 6 219
0 107 219
0 108 219
0 108 219
0 107 219
0 109 219
0 106 219
0 108 219
1 117 219
0 109 219
1 109 219
0 109 219
0 109 219
1 108 219
0 107 219
0 110 219
0 109 219
0 108 219
0 111 219
0 110 219
0 110 219
0 109 219
0 107 219
0 110 219
0 109 219
0 108 219
0 110 219
0 110 219
0 108 219
0 111 219
0 110 219
0 109 219
0 111 219
0 109 219
0 110 219
0 111 219
0 111 219
0 109 219
0 108 219
0 111 219
0 111 219
0 111 219
0 111 219
0 112 219
0 110 219
1 110 219
0 111 219
0 111 219
0 112 219
1 110 219
1 109 219
0 113 219
0 111 219
0 110 219
0 111 219
0 112 219
0 109 219
0 110 219
0 109 219
0 110 219
0 110 219
0 110 219
0 111 219
0 109 219
0 110 219
0 110 219
0 110 219
0 110 219
0 110 219
1 111 219
0 109 219
0 114 219
0 114 219
0 109 219
0 110 219
0 111 219
0 110 219
0 109 219
1 109 219
1 109 219
0 111 219
0 6 219
0 114 219
0 110 219
0 111 219
0 110 219
0 110 219
0 109 219
0 120 219
0 110 219
0 111 219
1 111 219
0 113 219
0 109 219
1 109 219
0 109 219
0 110 219
1 109 219
0 109 219
0 109 219
1 114 219
0 110 219
0 114 219
0 110 219
0 114 219
1 118 219
0 115 219
0 116 219
0 114 219
0 113 219
0 112 219
0 113 219
0 128 219
0 110 219
0 108 219
0 109 219
0 110 219
1 110 219
0 110 219
0 110 219
0 110 219
0 110 219
0 110 219
0 110 219
0 110 219
0 110 219
0 109 219
1 110 219
0 109 219
0 110 219
0 110 219
0 108 219
1 111 219
0 109 219
0 110 219
0 110 219
0 112 219
0 117 219
0 115 219
1 124 219
0 113 219
0 111 219
0 129 219
0 111 219
0 113 219
0 128 219
0 6 219
0 132 219
0 127 219
1 109 219
0 112 219
0 110 219
1 111 219
0 110 219
1 110 219
0 110 219
0 111 219
1 109 219
1 111 219
1 110 219
1 108 219
1 121 219
2 121 219
0 116 219
0 112 219
1 112 219
0 113 219
1 123 219
0 123 219
1 134 219
0 124 219
1 6 219
1 124 219
1 120 219
0 150 219
0 139 219
1 122 219
1 126 219
0 169 219
1 114 219
1 114 219
1 110 219
0 143 219
1 113 219
1 163 219
0 121 219
0 133 219
2 110 219
1 109 219
1 112 219
1 114 219
1 116 219
0 112 219
1 110 219
1 108 219
0 110 219
0 111 219
1 119 219
0 120 219
1 110 219
1 110 219
1 109 219
0 113 219
2 110 219
1 110 219
1 109 219
0 110 219
1 111 219
1 110 219
1 116 219
0 109 219
1 110 219
1 110 219
1 108 219
1 109 219
0 6 219
0 111 219
1 109 219
1 109 219
1 110 219
1 110 219
0 110 219
0 109 219
1 114 219
0 110 219
1 108 219
1 109 219
0 109 219
1 109 219
1 118 219
1 108 219
1 122 219
0 117 219
0 112 219
0 109 219
0 109 219
1 110 219
1 109 219
0 111 219
1 113 219
0 116 219
1 110 219
0 115 219
1 123 219
