FastMIS KBoundedMIS GreedyMIS
522 159 342
1 184 342
1 184 342
0 184 342
0 185 342
0 186 342
0 189 342
1 192 342
0 191 342
0 193 342
0 191 342
0 194 342
0 197 342
0 194 342
0 196 342
0 214 342
0 211 342
1 201 342
0 204 342
0 199 342
0 197 342
0 197 342
1 199 342
0 205 342
0 198 342
0 199 342
0 201 342
0 204 342
0 201 342
0 202 342
0 202 342
0 202 342
0 205 342
0 202 342
0 203 342
0 205 342
0 208 342
0 206 342
0 209 342
0 206 342
0 205 342
0 207 342
0 208 342
0 207 342
0 209 342
0 9 342
0 207 342
0 210 342
0 211 342
0 210 342
0 210 342
0 210 342
0 213 342
0 211 342
0 213 342
0 210 342
0 214 342
0 214 342
0 213 342
0 214 342
0 214 342
0 215 342
0 214 342
0 215 342
0 216 342
0 215 342
0 214 342
0 218 342
0 216 342
0 216 342
0 215 342
0 219 342
0 218 342
0 216 342
1 215 342
0 219 342
1 218 342
0 222 342
1 219 342
0 230 342
0 219 342
0 9 342
0 227 342
0 228 342
0 225 342
0 229 342
1 220 342
0 223 342
0 224 342
0 219 342
0 219 342
0 220 342
0 220 342
0 220 342
0 223 342
0 223 342
0 222 342
0 9 342
0 9 342
252 226 342
1 225 342
229 293 342
2 223 342
1050 226 342
1 220 342
229 219 342
2 217 342
1 220 342
1 215 342
220 214 342
1 217 342
223 220 342
1 220 342
222 221 342
2 220 342
1 224 342
223 220 342
1 220 342
223 220 342
2 222 342
1 222 342
1 219 342
1 219 342
1 221 342
0 221 342
0 220 342
217 219 342
1 219 342
216 223 342
216 219 342
1 220 342
218 222 342
2 222 342
1 220 342
215 221 342
209 220 342
1 221 342
208 219 342
1 222 342
210 223 342
204 221 342
1 222 342
1 222 342
207 222 342
1 225 342
203 234 342
1 230 342
212 230 342
1 230 342
209 229 342
1 229 342
211 229 342
1 226 342
206 228 342
1 227 342
201 228 342
1 228 342
1 228 342
1 228 342
210 230 342
1 229 342
203 229 342
1 228 342
208 228 342
2 229 342
204 227 342
2 229 342
1 228 342
198 230 342
0 229 342
210 231 342
0 229 342
1 230 342
2 229 342
0 240 342
2 257 342
2 256 342
1 236 342
2 238 342
2 239 342
1 238 342
2 235 342
2 239 342
1 238 342
2 228 342
0 232 342
2 229 342
2 228 342
0 229 342
2 247 342
2 253 342
1 243 342
6 237 342
1 243 342
3 230 342
2 234 342
0 226 342
3 234 342
2 219 342
0 219 342
2 218 342
0 217 342
1 218 342
0 222 342
0 217 342
2 218 342
1 217 342
2 219 342
2 220 342
0 218 342
2 218 342
1 217 342
2 218 342
1 236 342
2 221 342
2 218 342
1 220 342
2 217 342
2 239 342
1 218 342
2 219 342
1 221 342
2 223 342
0 234 342
2 225 342
1 226 342
1 226 342
1 241 342
1 225 342
0 229 342
1 241 342
1 224 342
1 228 342
1 228 342
1 227 342
1 224 342
1 225 342
1 224 342
1 226 342
1 224 342
1 224 342
1 230 342
1 254 342
1 226 342
0 225 342
1 227 342
0 226 342
1 226 342
1 230 342
1 227 342
0 226 342
1 9 342
0 226 342
1 226 342
0 227 342
1 228 342
1 9 342
1 229 342
1 226 342
1 226 342
1 227 342
1 226 342
0 226 342
0 227 342
0 225 342
0 225 342
0 226 342
1 226 342
1 225 342
1 227 342
1 226 342
1 229 342
1 226 342
1 229 342
0 226 342
1 226 342
0 226 342
0 224 342
1 230 342
0 223 342
0 225 342
1 257 342
1 227 342
1 226 342
1 225 342
1 227 342
1 225 342
1 226 342
2 228 342
0 227 342
1 226 342
0 232 342
1 225 342
1 225 342
1 226 342
1 228 342
1 231 342
1 226 342
1 226 342
0 227 342
1 230 342
1 232 342
