FastMIS KBoundedMIS GreedyMIS
691 262 575
3 16 575
1 16 575
1 319 575
1 318 575
2 351 575
2 321 575
1 323 575
1 296 575
1 294 575
1 295 575
1 298 575
0 299 575
1 300 575
1 301 575
1 281 575
1 283 575
1 282 575
1 285 575
1 337 575
1 285 575
2 286 575
0 280 575
1 272 575
1 272 575
0 273 575
0 275 575
0 274 575
2 275 575
0 274 575
2 267 575
0 262 575
1 262 575
0 261 575
0 264 575
1 265 575
1 265 575
1 265 575
1 266 575
1 257 575
0 262 575
0 256 575
0 258 575
1 257 575
0 260 575
1 259 575
1 258 575
1 251 575
2 252 575
0 250 575
1 250 575
0 251 575
2 250 575
1 262 575
0 256 575
1 252 575
0 244 575
0 258 575
2 249 575
0 261 575
1 249 575
1 250 575
0 248 575
1 247 575
0 250 575
0 231 575
0 232 575
11 248 575
0 239 575
0 239 575
0 254 575
0 293 575
1 242 575
0 241 575
0 251 575
0 257 575
1 251 575
0 251 575
0 250 575
0 229 575
0 228 575
0 229 575
2 230 575
1 230 575
0 229 575
0 231 575
1 254 575
1 251 575
1 251 575
0 256 575
0 255 575
0 253 575
0 246 575
0 244 575
2 256 575
1 254 575
1 257 575
0 252 575
1 241 575
0 232 575
0 232 575
0 244 575
0 254 575
0 260 575
1 256 575
0 254 575
0 255 575
0 253 575
0 256 575
279 259 575
2 255 575
1 258 575
2 259 575
0 261 575
1 258 575
0 260 575
3 263 575
1 263 575
2 258 575
2 261 575
0 258 575
0 259 575
0 292 575
1 255 575
2 271 575
0 272 575
2 262 575
0 264 575
2 246 575
1 243 575
1 244 575
2 245 575
0 246 575
1 10 575
2 250 575
1 262 575
0 252 575
2 245 575
1 244 575
1 245 575
1 245 575
2 249 575
1 249 575
0 250 575
0 257 575
2 247 575
2 262 575
0 247 575
1 248 575
1 248 575
1 257 575
0 246 575
1 248 575
8 247 575
0 249 575
1 250 575
0 249 575
4 248 575
1 248 575
0 249 575
2 260 575
0 250 575
2 264 575
0 248 575
0 267 575
0 249 575
0 249 575
1 249 575
1 251 575
1 250 575
0 251 575
1 250 575
0 257 575
1 257 575
1 251 575
0 249 575
1 248 575
1 249 575
0 248 575
0 252 575
1 250 575
1 250 575
1 258 575
1 250 575
0 250 575
1 250 575
0 249 575
0 247 575
0 249 575
0 249 575
2 249 575
1 249 575
1 248 575
0 251 575
2 259 575
1 249 575
2 257 575
1 270 575
0 251 575
2 248 575
1 250 575
1 254 575
0 249 575
2 252 575
0 249 575
2 249 575
1 249 575
1 252 575
1 252 575
1 251 575
0 252 575
1 255 575
0 261 575
1 251 575
1 251 575
1 250 575
1 261 575
1 253 575
1 250 575
2 257 575
1 249 575
1 248 575
1 249 575
1 252 575
0 254 575
2 250 575
0 250 575
2 252 575
0 252 575
0 252 575
0 260 575
0 251 575
0 253 575
0 250 575
2 253 575
0 264 575
1 255 575
0 277 575
2 249 575
0 253 575
2 253 575
0 262 575
1 254 575
1 250 575
1 249 575
1 9 575
1 250 575
0 253 575
1 250 575
2 250 575
0 251 575
1 250 575
1 255 575
1 249 575
1 266 575
0 251 575
1 255 575
0 255 575
1 253 575
1 249 575
0 251 575
1 251 575
1 251 575
1 251 575
1 252 575
1 253 575
1 254 575
0 249 575
2 254 575
0 250 575
2 248 575
1 255 575
1 248 575
1 251 575
1 249 575
1 250 575
1 255 575
1 251 575
1 250 575
1 254 575
1 253 575
1 251 575
1 249 575
0 250 575
0 251 575
0 249 575
1 250 575
0 270 575
1 252 575
0 252 575
0 250 575
1 250 575
1 257 575
1 252 575
1 250 575
1 251 575
1 253 575
1 253 575
1 252 575
0 249 575
1 250 575
0 248 575
