RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
26 77 33 26 82
22 36 25 29 82
21 37 33 25 82
24 76 20 23 81
24 80 20 21 81
21 81 30 21 82
24 80 31 27 82
23 70 26 20 81
24 81 25 29 81
23 80 19 21 81
25 60 18 20 61
20 2147483647 28 29 61
27 2147483647 36 22 58
20 2147483647 25 21 58
23 2147483647 36 22 58
23 2147483647 28 22 58
27 2147483647 23 35 58
23 60 26 25 58
26 2147483647 36 23 58
30 2147483647 28 23 58
21 42 29 25 58
22 2147483647 24 24 58
24 2147483647 19 21 58
27 2147483647 32 28 58
29 2147483647 20 24 58
22 2147483647 36 29 58
26 2147483647 26 20 55
25 2147483647 25 22 55
21 2147483647 29 21 55
22 2147483647 24 22 55
22 2147483647 34 25 55
23 2147483647 25 23 55
18 2147483647 28 23 55
21 2147483647 30 27 55
23 2147483647 26 24 55
22 2147483647 25 23 55
23 2147483647 23 22 55
22 2147483647 23 22 57
21 2147483647 21 19 57
21 2147483647 27 21 57
25 2147483647 22 25 57
24 58 18 21 57
24 2147483647 22 20 57
21 2147483647 33 23 57
21 2147483647 18 22 57
21 2147483647 24 21 57
21 2147483647 21 20 57
20 2147483647 25 21 57
20 2147483647 25 21 54
22 2147483647 18 21 54
23 2147483647 18 20 54
18 2147483647 24 24 54
20 2147483647 20 21 54
23 2147483647 21 19 54
21 2147483647 25 20 54
24 2147483647 22 18 54
21 2147483647 22 23 54
21 2147483647 23 24 54
25 2147483647 20 21 54
21 2147483647 24 23 54
20 2147483647 19 20 54
20 2147483647 23 25 54
26 2147483647 28 24 54
20 2147483647 26 22 54
20 2147483647 24 21 54
24 2147483647 18 24 54
21 2147483647 15 20 54
17 2147483647 20 23 54
22 2147483647 20 21 54
21 2147483647 30 18 54
19 2147483647 30 20 54
24 2147483647 20 20 54
22 2147483647 18 21 54
18 2147483647 28 19 54
19 2147483647 22 23 54
24 2147483647 20 16 54
18 2147483647 21 19 54
21 2147483647 17 28 54
21 2147483647 23 21 54
18 2147483647 21 36 54
19 2147483647 18 21 54
21 2147483647 20 22 54
20 2147483647 18 15 54
20 2147483647 23 18 54
18 2147483647 20 21 54
15 2147483647 16 21 54
17 2147483647 20 19 54
16 2147483647 15 16 54
17 2147483647 16 23 54
16 2147483647 17 19 54
21 2147483647 27 16 54
23 2147483647 19 19 54
15 2147483647 19 18 54
17 2147483647 16 16 18
19 2147483647 17 19 18
15 2147483647 16 17 18
15 57 21 15 18
19 2147483647 16 18 18
16 2147483647 21 22 18
19 2147483647 18 17 18
14 2147483647 19 17 18
15 2147483647 16 17 18
19 2147483647 19 17 18
22 2147483647 14 15 18
19 2147483647 17 23 18
16 2147483647 19 19 18
19 2147483647 26 23 18
14 2147483647 19 14 18
15 2147483647 21 16 18
14 2147483647 17 17 18
18 2147483647 17 21 18
17 2147483647 18 19 18
17 2147483647 22 15 20
17 2147483647 20 16 20
21 2147483647 15 19 18
21 2147483647 17 16 18
17 2147483647 17 15 18
15 2147483647 15 19 18
15 2147483647 17 15 18
18 2147483647 17 17 18
14 2147483647 19 17 18
18 2147483647 17 21 18
21 2147483647 16 19 18
20 2147483647 16 15 18
18 2147483647 14 16 18
17 2147483647 19 15 18
18 2147483647 17 17 18
17 2147483647 19 15 18
17 2147483647 13 17 15
14 2147483647 21 17 15
17 2147483647 16 15 15
16 2147483647 17 17 15
18 2147483647 18 15 15
15 2147483647 14 15 15
14 2147483647 14 19 15
14 2147483647 16 15 15
17 2147483647 21 15 15
15 2147483647 16 17 15
17 19 15 19 15
18 2147483647 21 17 15
17 2147483647 20 16 15
16 56 16 16 15
18 2147483647 16 18 15
15 2147483647 21 17 15
14 2147483647 14 15 15
14 2147483647 16 16 15
14 2147483647 19 15 15
17 2147483647 15 18 15
15 2147483647 18 15 15
16 2147483647 19 15 15
20 2147483647 18 15 15
16 2147483647 19 16 15
15 2147483647 18 17 15
17 2147483647 13 17 15
17 2147483647 17 19 15
17 2147483647 16 17 15
15 2147483647 15 15 15
14 2147483647 15 15 15
14 56 17 15 15
15 2147483647 15 15 15
15 2147483647 20 15 15
16 2147483647 15 16 15
16 55 15 15 15
14 2147483647 14 17 15
15 2147483647 14 15 15
15 2147483647 15 15 15
15 55 15 16 15
15 2147483647 18 14 15
17 2147483647 15 15 15
15 2147483647 21 17 15
16 2147483647 15 15 15
16 2147483647 15 15 15
15 2147483647 16 15 15
17 2147483647 17 16 15
14 55 16 15 15
15 2147483647 13 15 15
15 2147483647 13 20 15
14 2147483647 13 15 15
14 2147483647 13 13 15
15 2147483647 21 16 15
14 2147483647 14 11 15
11 2147483647 13 15 15
14 2147483647 12 11 15
13 2147483647 17 13 15
14 2147483647 14 14 15
12 2147483647 11 11 15
11 2147483647 10 17 14
11 2147483647 24 11 14
11 2147483647 14 14 14
11 2147483647 15 11 14
13 2147483647 10 13 14
10 2147483647 15 11 14
11 2147483647 11 9 14
11 2147483647 15 11 14
11 2147483647 12 9 14
10 2147483647 12 11 14
10 2147483647 16 11 14
11 2147483647 11 11 14
11 2147483647 13 14 14
11 2147483647 11 11 14
11 2147483647 15 9 14
9 2147483647 14 11 14
12 2147483647 11 9 14
10 2147483647 10 11 14
12 2147483647 10 12 14
11 2147483647 12 10 14
14 2147483647 15 11 14
11 2147483647 13 12 14
11 2147483647 11 11 14
11 2147483647 9 9 14
11 2147483647 15 11 14
11 2147483647 13 11 14
14 2147483647 9 10 14
14 2147483647 9 9 14
12 2147483647 10 13 14
11 2147483647 10 11 14
11 2147483647 10 9 14
11 2147483647 10 11 14
9 2147483647 12 12 14
9 2147483647 10 12 14
11 2147483647 11 9 14
11 2147483647 15 11 14
11 2147483647 14 9 14
10 2147483647 12 13 14
11 2147483647 11 9 14
13 2147483647 11 13 14
11 2147483647 10 10 14
11 2147483647 13 11 14
11 2147483647 10 11 11
11 2147483647 11 11 11
11 2147483647 12 11 11
12 2147483647 11 11 11
11 2147483647 11 11 11
11 2147483647 10 11 11
11 2147483647 14 13 11
11 2147483647 15 11 11
11 2147483647 14 11 11
11 2147483647 9 11 11
14 2147483647 14 11 11
11 2147483647 12 11 11
11 2147483647 11 11 11
11 2147483647 11 11 11
11 2147483647 15 11 11
9 2147483647 11 11 11
12 2147483647 11 10 11
11 2147483647 11 9 11
14 2147483647 10 13 11
11 2147483647 10 11 11
11 2147483647 15 11 11
11 20 15 11 11
11 2147483647 10 15 11
9 2147483647 10 11 11
