RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
94 159 92 117 97
85 149 101 85 90
96 132 93 86 90
77 225 99 96 90
76 150 90 107 90
77 116 90 94 90
80 153 90 78 90
106 146 94 80 90
81 158 86 74 90
78 246 86 92 90
83 132 88 88 90
78 280 90 87 90
87 119 88 87 90
87 165 88 90 90
83 168 88 75 88
85 366 81 79 88
75 277 77 85 88
66 202 88 67 90
60 146 82 70 90
73 120 67 66 90
67 107 88 70 90
70 123 88 83 90
65 332 88 68 90
71 149 88 76 90
67 113 61 62 90
62 2147483647 88 58 88
65 144 88 62 88
63 133 88 56 88
70 210 60 66 83
65 157 74 70 83
70 132 83 70 80
68 145 76 66 80
65 117 88 62 72
67 222 75 62 72
65 2147483647 69 67 72
62 119 69 57 72
66 322 69 64 72
61 318 73 65 72
57 344 67 47 72
56 124 78 50 72
52 144 86 49 72
50 165 67 55 72
54 279 71 53 72
45 147 73 65 72
60 325 53 48 72
53 135 60 60 72
66 82 75 57 72
53 143 69 49 72
57 363 71 62 72
54 78 70 60 72
58 146 73 66 72
50 108 73 50 72
48 145 73 56 72
55 210 51 50 52
54 163 64 52 142
64 92 60 62 109
56 223 60 47 109
54 2147483647 70 54 106
60 193 69 47 95
49 96 70 49 91
47 2147483647 62 51 91
50 162 53 54 80
50 2147483647 70 43 80
65 142 60 47 76
52 143 62 50 75
42 145 70 52 72
42 92 70 47 72
52 2147483647 61 45 72
48 112 63 47 72
41 110 60 40 72
40 144 58 52 72
38 136 47 41 72
40 73 47 36 72
36 68 39 41 72
38 124 38 37 72
38 2147483647 37 42 72
38 2147483647 43 40 72
36 121 38 41 72
26 142 35 29 72
31 74 37 26 72
26 66 36 25 72
27 143 34 21 72
26 144 34 23 72
35 145 35 31 71
31 128 34 26 72
24 82 36 35 72
31 70 36 31 127
32 92 36 25 144
31 143 37 31 71
34 82 36 26 71
31 62 34 24 71
24 79 36 26 71
21 92 24 24 71
20 50 30 23 71
30 127 22 25 71
22 59 26 23 71
29 144 30 23 71
21 143 33 23 71
30 124 25 19 144
23 111 36 25 72
25 91 29 23 72
23 144 23 25 72
26 92 29 23 72
26 91 31 25 72
27 144 36 21 127
25 143 25 24 144
26 70 31 23 144
22 145 20 19 127
21 50 30 27 147
26 146 24 25 147
21 143 31 23 147
25 54 31 23 147
24 60 21 21 147
20 50 21 25 147
26 65 26 20 147
24 70 23 20 147
24 54 26 29 147
25 73 33 28 144
34 50 25 29 144
26 144 32 27 144
22 73 28 26 144
26 139 37 24 144
25 50 36 20 144
22 73 21 21 144
28 31 28 25 127
22 65 27 27 145
25 145 20 20 145
24 139 29 27 145
21 107 22 29 145
24 144 22 23 127
27 123 35 21 145
24 88 22 21 145
27 143 33 23 145
25 36 22 26 145
29 82 22 21 145
22 107 25 29 145
22 144 20 26 145
26 53 19 21 82
23 73 33 31 82
24 70 33 21 82
25 42 25 25 82
22 36 25 30 82
29 81 23 25 82
22 79 32 24 82
27 37 33 25 81
22 77 28 23 81
20 81 31 20 82
25 81 30 27 81
22 41 33 29 82
