RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
94 159 92 117 97
85 135 105 85 100
88 142 105 81 99
94 361 105 81 97
102 131 105 92 97
93 213 101 81 97
82 350 90 90 97
96 106 91 88 97
83 213 88 80 97
76 339 83 77 93
70 88 84 74 93
62 246 85 77 93
72 248 84 73 93
72 92 91 75 91
71 127 85 63 91
70 150 90 58 91
72 220 90 55 90
63 112 90 63 90
81 121 85 66 90
88 131 85 83 90
65 2147483647 90 64 90
78 173 78 83 90
63 124 80 63 90
64 93 80 71 90
67 143 90 68 90
87 124 68 60 90
66 213 72 74 90
69 117 89 68 90
72 238 68 69 90
64 286 85 72 90
62 318 88 60 90
78 217 67 61 90
77 291 68 57 90
66 93 69 66 78
62 105 68 74 78
59 2147483647 87 67 66
58 107 60 59 56
54 222 55 58 56
61 137 55 64 56
62 332 53 69 56
66 142 56 63 56
59 260 63 59 56
58 243 88 52 56
60 129 69 57 56
56 293 60 58 56
57 142 53 57 56
59 336 68 57 56
51 119 68 55 48
67 154 52 56 48
45 157 52 60 48
58 69 68 57 48
48 339 68 51 48
50 2147483647 68 51 48
57 99 57 52 48
51 124 48 57 48
57 131 53 52 48
50 285 55 49 48
52 338 53 50 48
51 99 51 58 48
50 225 68 56 48
49 310 57 59 48
45 85 51 56 48
46 68 49 51 90
43 121 48 48 88
48 300 46 57 88
45 76 48 48 88
44 364 48 48 88
51 128 48 52 95
50 124 48 45 95
54 2147483647 49 48 96
57 90 63 52 96
47 2147483647 51 47 96
48 69 58 46 96
43 2147483647 50 47 96
45 2147483647 47 43 96
45 2147483647 57 47 96
45 63 46 52 96
43 224 50 45 96
39 2147483647 45 43 96
43 2147483647 61 47 96
43 2147483647 45 43 96
33 191 48 43 95
34 2147483647 32 40 95
34 2147483647 34 31 93
34 124 39 31 93
36 2147483647 34 28 85
33 2147483647 35 31 85
36 2147483647 35 32 81
33 51 35 29 62
32 2147483647 31 28 62
22 2147483647 28 29 100
24 2147483647 33 27 100
32 54 22 29 100
22 2147483647 36 31 100
29 2147483647 24 30 87
26 71 27 25 69
28 2147483647 23 31 69
20 2147483647 24 22 62
19 57 26 23 51
21 57 21 23 29
23 2147483647 33 25 29
23 2147483647 22 23 29
32 2147483647 21 23 29
23 51 25 24 37
21 55 27 25 29
24 73 36 20 79
21 36 33 28 79
21 78 28 22 79
19 36 22 25 79
23 54 36 20 78
27 63 18 20 78
24 55 35 21 78
20 74 35 31 78
28 77 27 20 78
27 80 21 25 78
20 55 28 21 79
27 79 25 31 78
21 78 23 21 78
28 36 19 26 78
22 76 18 24 78
24 80 21 22 78
21 78 23 35 78
22 55 22 21 78
21 77 34 21 78
24 81 25 29 78
21 58 29 22 78
30 77 25 22 78
21 54 25 20 78
21 79 23 27 78
23 55 24 23 78
24 74 33 21 78
29 53 20 31 78
24 76 24 19 78
21 77 35 21 78
20 56 26 21 79
29 53 20 20 79
22 53 24 31 79
25 55 25 20 79
22 78 26 25 79
25 50 35 25 79
25 59 25 20 59
21 57 20 26 58
28 2147483647 24 31 58
23 2147483647 20 22 58
25 2147483647 25 27 58
24 2147483647 26 21 58
26 2147483647 21 28 58
28 2147483647 24 21 58
25 2147483647 26 33 58
21 2147483647 25 27 55
22 2147483647 35 35 55
23 2147483647 31 21 55
21 55 24 22 55
20 2147483647 35 24 2147483647
28 2147483647 21 28 2147483647
22 2147483647 20 21 2147483647
26 2147483647 31 26 2147483647
21 2147483647 30 21 2147483647
23 2147483647 24 25 2147483647
20 2147483647 35 28 2147483647
26 2147483647 24 22 2147483647
24 2147483647 20 21 2147483647
22 2147483647 32 22 2147483647
22 2147483647 32 25 2147483647
29 2147483647 20 25 2147483647
20 2147483647 31 25 2147483647
21 2147483647 20 29 2147483647
22 2147483647 26 26 2147483647
21 2147483647 22 27 2147483647
23 2147483647 27 27 2147483647
23 2147483647 29 23 2147483647
20 52 29 22 2147483647
22 2147483647 31 20 2147483647
26 2147483647 20 22 2147483647
23 2147483647 25 21 2147483647
30 2147483647 28 21 2147483647
21 2147483647 32 23 2147483647
24 2147483647 18 23 2147483647
20 47 21 25 2147483647
23 2147483647 20 22 2147483647
24 2147483647 22 20 2147483647
21 2147483647 19 22 2147483647
20 2147483647 21 25 2147483647
25 2147483647 20 23 2147483647
27 2147483647 19 24 2147483647
21 2147483647 22 18 2147483647
21 2147483647 23 27 2147483647
21 2147483647 22 20 2147483647
24 2147483647 20 21 2147483647
22 2147483647 20 21 2147483647
24 2147483647 23 21 2147483647
20 2147483647 19 19 2147483647
20 2147483647 32 21 2147483647
21 2147483647 29 21 2147483647
21 51 30 23 2147483647
20 2147483647 18 22 2147483647
22 2147483647 20 22 2147483647
24 2147483647 26 25 2147483647
19 2147483647 26 24 2147483647
22 2147483647 23 21 2147483647
23 2147483647 23 27 52
23 2147483647 23 25 52
23 2147483647 25 18 52
23 2147483647 26 23 52
24 2147483647 23 19 52
21 2147483647 23 21 52
23 2147483647 19 19 52
22 2147483647 20 22 52
23 2147483647 21 21 52
24 2147483647 18 20 52
21 2147483647 22 19 52
19 2147483647 23 21 52
21 2147483647 23 21 52
21 2147483647 24 21 52
20 2147483647 23 23 52
20 2147483647 25 21 52
21 2147483647 23 23 52
20 2147483647 20 23 52
21 2147483647 16 23 52
16 2147483647 17 21 52
20 2147483647 19 16 52
20 2147483647 21 20 52
21 2147483647 19 23 52
20 2147483647 19 23 52
26 2147483647 17 21 52
17 2147483647 19 23 50
20 2147483647 24 21 50
20 2147483647 21 19 50
18 2147483647 17 22 50
22 2147483647 24 23 50
21 2147483647 15 20 50
17 2147483647 21 21 50
20 2147483647 17 17 50
19 2147483647 18 16 50
16 2147483647 24 16 50
15 2147483647 16 18 50
16 2147483647 19 23 50
21 2147483647 18 21 50
17 2147483647 16 17 50
23 2147483647 20 21 50
20 2147483647 26 20 50
20 2147483647 19 21 50
21 2147483647 15 19 50
20 2147483647 19 16 50
16 2147483647 23 16 50
19 47 19 23 47
21 2147483647 14 20 47
16 2147483647 16 19 47
23 2147483647 17 19 47
21 2147483647 16 19 48
16 2147483647 21 19 48
17 2147483647 17 19 48
18 2147483647 17 19 20
17 2147483647 19 20 20
16 2147483647 19 18 22
17 47 20 21 22
15 2147483647 19 15 21
16 2147483647 20 19 21
17 48 17 15 21
16 2147483647 14 17 20
15 2147483647 16 17 21
21 2147483647 13 17 19
20 2147483647 16 17 19
17 2147483647 15 14 20
18 2147483647 14 15 23
17 2147483647 13 16 21
14 2147483647 16 18 21
17 2147483647 15 17 23
18 2147483647 16 15 21
15 2147483647 15 15 21
17 2147483647 13 12 21
14 2147483647 14 14 19
16 2147483647 13 17 19
13 2147483647 16 15 19
12 2147483647 15 14 19
15 2147483647 17 16 19
15 2147483647 14 17 19
13 2147483647 16 17 19
14 2147483647 14 17 19
17 2147483647 14 15 19
14 2147483647 12 14 19
17 2147483647 16 13 19
14 2147483647 12 17 19
13 2147483647 15 12 19
15 2147483647 12 17 19
14 2147483647 15 16 19
15 2147483647 20 17 19
16 2147483647 18 15 19
13 2147483647 15 16 19
14 2147483647 18 15 19
17 2147483647 25 15 19
17 2147483647 17 16 19
13 47 15 12 19
17 2147483647 11 15 19
12 2147483647 13 12 19
14 2147483647 13 13 19
15 2147483647 14 17 19
14 2147483647 14 17 19
13 2147483647 16 14 19
17 2147483647 13 13 19
13 2147483647 14 13 19
16 2147483647 20 15 19
13 2147483647 16 16 19
13 2147483647 14 13 19
14 2147483647 13 13 19
14 2147483647 14 15 19
14 2147483647 14 12 19
14 2147483647 13 15 19
14 2147483647 18 15 19
13 2147483647 20 15 19
17 2147483647 20 14 19
15 2147483647 14 15 19
17 2147483647 20 14 19
14 2147483647 13 12 17
13 2147483647 12 16 17
14 2147483647 11 11 17
12 2147483647 16 17 17
14 2147483647 13 15 17
15 2147483647 13 11 16
11 2147483647 17 13 16
14 2147483647 10 13 14
11 2147483647 11 13 14
15 2147483647 11 15 14
11 2147483647 11 14 14
11 2147483647 12 11 14
11 2147483647 11 12 14
11 2147483647 12 14 14
12 47 14 11 14
14 2147483647 15 13 14
10 2147483647 12 11 14
11 2147483647 14 16 15
12 2147483647 12 13 14
10 2147483647 11 12 14
11 2147483647 11 15 14
11 2147483647 11 11 14
12 2147483647 11 11 14
14 2147483647 10 12 14
11 2147483647 11 11 14
10 2147483647 17 11 14
11 2147483647 14 13 14
12 2147483647 10 11 14
12 2147483647 11 12 14
12 2147483647 10 10 14
12 2147483647 10 11 14
14 2147483647 10 17 14
11 2147483647 10 11 12
14 2147483647 13 11 12
11 2147483647 12 9 12
11 2147483647 10 11 12
15 2147483647 12 10 12
11 2147483647 10 10 12
12 2147483647 11 11 12
11 2147483647 10 12 12
10 2147483647 11 11 12
11 2147483647 16 11 12
12 2147483647 10 12 12
12 2147483647 10 11 12
11 2147483647 12 11 12
11 29 13 11 12
11 2147483647 10 13 12
11 2147483647 14 9 12
11 2147483647 12 11 12
11 2147483647 10 11 12
11 2147483647 13 12 12
11 2147483647 10 11 12
10 2147483647 10 11 12
12 2147483647 11 11 12
11 2147483647 13 11 12
11 2147483647 15 11 12
11 2147483647 9 11 12
11 2147483647 16 11 12
12 2147483647 14 11 12
12 2147483647 13 11 12
11 2147483647 11 13 12
12 2147483647 13 13 12
11 2147483647 10 11 12
11 2147483647 11 11 12
10 2147483647 15 11 12
15 2147483647 12 12 12
10 19 11 11 12
12 2147483647 12 12 12
13 2147483647 10 11 12
12 2147483647 10 11 12
11 2147483647 11 11 12
11 2147483647 10 11 12
11 2147483647 10 11 12
11 2147483647 11 11 12
10 2147483647 12 12 12
12 2147483647 14 11 12
11 2147483647 12 11 12
11 2147483647 10 11 12
11 2147483647 9 9 12
10 2147483647 15 14 12
11 2147483647 11 10 12
11 2147483647 15 13 12
11 2147483647 13 11 12
11 2147483647 15 11 12
11 2147483647 10 11 12
11 2147483647 12 11 12
11 2147483647 16 11 12
13 2147483647 10 12 12
