RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
65 181 78 58 69
57 145 77 60 69
61 119 89 68 102
58 2147483647 75 59 69
57 134 66 61 68
61 60 61 60 68
49 155 56 56 54
52 92 55 50 54
53 173 42 50 54
44 77 52 45 54
49 155 47 44 79
49 99 58 53 79
39 184 51 45 79
43 90 57 57 125
42 134 50 51 79
42 2147483647 51 45 79
42 107 60 42 79
43 217 42 43 62
44 2147483647 42 38 62
38 105 43 34 60
42 2147483647 32 40 60
33 94 30 33 60
33 134 33 36 60
38 197 30 37 60
34 211 45 32 60
32 87 41 37 60
31 70 30 34 60
37 89 30 37 60
32 75 30 39 60
32 219 41 29 60
37 164 30 29 60
31 86 32 32 60
34 155 30 33 60
32 2147483647 33 32 60
32 104 30 31 60
32 75 30 31 60
31 2147483647 31 32 60
34 228 38 31 60
34 134 30 33 60
32 104 30 31 60
35 78 30 31 32
32 164 30 31 32
29 118 30 33 32
39 2147483647 27 33 32
31 2147483647 30 37 32
31 95 30 33 32
33 115 31 35 32
29 60 31 28 32
28 123 37 31 32
32 114 33 33 118
31 104 32 35 118
31 37 38 33 118
33 125 39 33 118
32 91 47 31 118
31 95 31 31 118
32 95 43 37 118
35 83 36 33 118
32 95 33 35 118
27 126 29 27 118
21 2147483647 29 27 118
22 50 29 28 118
28 91 29 27 58
27 104 29 28 58
24 43 30 28 58
28 68 29 27 58
31 114 29 28 58
26 90 30 26 42
23 89 31 27 42
24 63 21 28 42
20 86 23 26 31
21 91 24 26 31
21 41 29 25 31
19 39 21 19 31
23 31 23 19 31
21 50 25 27 31
19 40 29 20 31
20 40 25 19 39
19 40 21 19 39
18 40 22 20 39
20 83 19 21 39
18 38 29 19 39
19 39 29 23 39
29 2147483647 19 19 40
20 2147483647 20 21 40
19 2147483647 20 19 39
19 2147483647 19 27 39
21 2147483647 21 20 40
19 2147483647 19 22 40
21 2147483647 28 22 40
21 2147483647 23 20 40
18 2147483647 26 24 40
21 2147483647 19 23 40
22 2147483647 24 27 26
26 2147483647 17 21 22
17 2147483647 17 21 22
18 2147483647 25 26 22
18 2147483647 22 18 22
22 2147483647 18 22 22
19 2147483647 17 24 22
19 33 21 13 22
21 27 20 22 22
17 2147483647 21 17 22
18 2147483647 18 20 22
18 2147483647 26 21 22
16 2147483647 20 21 22
16 2147483647 23 19 21
18 2147483647 14 17 21
14 2147483647 23 17 21
19 2147483647 16 13 21
14 2147483647 16 13 21
16 2147483647 13 15 21
13 2147483647 23 15 21
20 2147483647 17 18 21
15 2147483647 18 15 21
13 2147483647 17 18 21
21 2147483647 14 16 21
15 2147483647 18 15 21
14 2147483647 18 16 21
13 2147483647 16 13 19
13 2147483647 19 15 19
13 2147483647 14 15 19
21 2147483647 14 19 19
13 2147483647 19 13 19
17 19 15 21 19
13 2147483647 13 15 19
16 2147483647 13 18 20
17 2147483647 14 13 20
17 2147483647 12 15 20
17 2147483647 13 16 20
18 2147483647 15 18 20
13 2147483647 19 21 20
13 2147483647 15 15 20
16 2147483647 28 13 20
14 2147483647 13 18 20
14 2147483647 17 11 20
13 2147483647 14 13 20
14 2147483647 16 13 20
13 2147483647 13 13 20
13 2147483647 13 17 20
19 2147483647 20 15 20
13 2147483647 12 15 20
14 2147483647 15 13 20
13 19 16 15 20
20 2147483647 13 13 20
