RIndependent Gonzalez BaselineGreedy Bottleneck FullyDynamic
13 2147483647 16 15 20
17 2147483647 12 15 18
11 2147483647 18 13 18
13 2147483647 13 15 18
16 2147483647 17 15 16
14 2147483647 11 12 14
13 2147483647 15 15 14
13 2147483647 15 11 16
11 2147483647 17 14 16
13 2147483647 13 13 16
13 20 11 15 16
15 19 12 15 16
13 20 12 13 16
11 19 12 13 19
12 19 13 13 17
13 19 13 13 17
13 19 15 15 17
18 22 17 13 17
18 19 12 11 17
13 19 11 13 17
13 18 12 11 17
12 19 19 13 19
13 14 12 16 19
13 19 18 13 19
13 21 11 14 19
13 22 14 11 19
13 19 13 13 19
11 15 18 11 14
11 15 18 17 14
13 15 11 11 14
13 14 14 13 15
16 14 18 13 14
13 13 12 17 15
15 14 11 13 15
13 13 13 13 15
13 13 14 15 13
13 14 15 18 15
15 14 14 15 15
16 13 13 11 15
11 15 14 14 14
16 14 14 11 14
15 15 18 13 14
14 14 12 13 14
13 14 14 13 14
13 15 17 13 14
13 13 14 13 13
13 15 18 13 15
14 13 17 13 15
11 14 14 15 15
13 2147483647 15 13 2147483647
13 2147483647 11 11 2147483647
13 2147483647 11 13 2147483647
13 2147483647 12 15 2147483647
13 2147483647 14 13 2147483647
13 2147483647 11 13 2147483647
13 14 13 12 2147483647
13 2147483647 11 11 2147483647
12 2147483647 15 11 2147483647
13 13 15 11 2147483647
13 2147483647 13 13 13
13 2147483647 11 11 13
16 2147483647 11 11 13
12 2147483647 14 11 13
12 2147483647 17 13 13
11 2147483647 11 13 13
14 2147483647 11 10 13
11 2147483647 11 11 15
13 2147483647 10 13 15
10 2147483647 12 13 15
11 13 12 13 14
11 2147483647 11 11 14
11 2147483647 10 9 14
11 2147483647 14 9 15
11 14 10 11 15
11 2147483647 10 11 15
12 2147483647 14 11 15
12 2147483647 10 10 15
11 2147483647 15 10 15
11 2147483647 13 10 15
11 2147483647 13 9 15
11 2147483647 14 9 15
12 2147483647 9 13 15
12 2147483647 10 12 16
11 13 10 11 16
12 2147483647 9 12 16
9 2147483647 12 11 16
11 2147483647 10 11 16
13 2147483647 9 12 16
11 2147483647 9 10 16
13 2147483647 10 11 16
11 2147483647 10 11 16
11 2147483647 10 11 16
9 2147483647 13 9 16
11 2147483647 11 11 16
13 2147483647 10 11 16
9 2147483647 12 12 16
12 2147483647 13 11 16
8 2147483647 11 11 16
9 2147483647 12 11 16
10 15 10 11 16
11 2147483647 9 9 16
11 13 10 9 16
11 14 10 9 13
11 13 11 8 13
11 13 10 11 15
9 12 10 11 13
11 11 8 11 14
9 11 10 11 14
11 13 10 11 14
11 13 10 11 14
11 11 11 9 13
10 14 9 11 13
11 13 17 9 15
10 15 9 13 15
11 14 9 10 13
12 15 10 9 13
10 14 14 9 14
9 14 10 9 14
9 15 14 13 13
11 13 10 11 14
9 12 11 9 14
11 15 13 9 14
9 13 8 9 14
11 13 8 11 14
9 21 13 11 21
9 21 12 10 2147483647
11 2147483647 11 12 2147483647
11 2147483647 11 9 2147483647
9 21 9 10 2147483647
9 2147483647 10 9 2147483647
10 22 11 9 2147483647
9 2147483647 12 9 2147483647
9 2147483647 8 9 2147483647
9 2147483647 8 9 2147483647
9 2147483647 9 9 2147483647
9 2147483647 9 9 2147483647
9 2147483647 8 10 2147483647
9 2147483647 9 9 2147483647
9 2147483647 8 8 2147483647
9 2147483647 8 9 2147483647
11 22 9 9 2147483647
11 2147483647 8 9 2147483647
9 2147483647 8 9 2147483647
9 2147483647 10 8 2147483647
8 2147483647 12 11 2147483647
9 2147483647 12 8 2147483647
9 2147483647 9 10 2147483647
11 2147483647 9 9 2147483647
8 2147483647 9 9 2147483647
9 2147483647 12 9 2147483647
9 2147483647 8 9 2147483647
11 2147483647 10 11 2147483647
17 2147483647 12 9 2147483647
9 2147483647 10 9 2147483647
9 2147483647 7 10 2147483647
9 21 8 9 21
9 2147483647 8 9 21
9 21 9 10 17
9 17 8 9 17
9 21 8 9 17
17 21 9 17 17
8 21 8 9 21
11 21 10 11 21
9 21 10 11 21
11 21 10 9 21
13 21 10 9 21
11 21 9 11 21
11 21 9 11 21
8 21 10 9 11
9 12 11 11 21
9 12 8 11 21
13 21 9 10 21
9 21 9 11 21
13 21 13 11 21
9 21 9 11 21
9 21 13 9 21
9 21 8 11 21
9 21 8 11 21
9 21 9 9 21
9 21 8 9 21
11 21 10 11 21
10 21 14 13 21
8 21 10 11 21
11 22 10 11 21
13 21 10 11 21
14 21 9 9 21
9 21 11 11 21
9 21 11 11 21
11 21 12 11 21
9 22 10 11 21
8 22 11 13 21
11 21 14 11 21
11 17 9 12 21
11 21 11 11 21
13 22 10 10 21
11 21 11 9 21
8 21 10 11 21
9 22 9 11 21
13 17 11 9 21
10 21 9 11 21
11 21 10 11 21
11 17 10 8 21
8 21 14 11 21
11 21 11 9 21
11 13 9 11 21
11 21 10 11 21
11 21 10 13 21
13 21 11 8 21
9 21 11 11 21
11 22 14 11 21
11 21 10 11 21
11 21 11 13 21
11 21 14 11 21
11 17 10 9 21
9 21 9 12 21
20 21 11 11 21
12 21 9 11 21
8 21 14 15 21
11 21 9 9 21
10 21 11 11 21
10 21 11 13 21
9 21 10 11 21
11 21 10 11 21
9 21 10 12 21
11 21 13 11 2147483647
9 2147483647 10 10 2147483647
9 2147483647 12 13 2147483647
11 2147483647 14 9 2147483647
8 2147483647 10 13 2147483647
9 2147483647 9 11 2147483647
11 2147483647 10 13 2147483647
11 2147483647 11 11 2147483647
10 2147483647 10 9 2147483647
11 2147483647 14 10 2147483647
11 2147483647 9 11 2147483647
10 2147483647 9 11 2147483647
13 2147483647 10 9 2147483647
11 2147483647 10 9 2147483647
11 2147483647 13 11 2147483647
11 22 12 9 2147483647
9 2147483647 12 11 2147483647
13 2147483647 11 10 2147483647
9 17 12 9 2147483647
9 2147483647 13 9 2147483647
11 2147483647 9 11 2147483647
11 2147483647 10 11 2147483647
13 2147483647 10 10 2147483647
13 2147483647 11 11 2147483647
11 2147483647 11 11 2147483647
12 2147483647 13 8 2147483647
12 2147483647 14 8 2147483647
8 2147483647 10 13 2147483647
12 2147483647 9 9 2147483647
11 2147483647 11 11 2147483647
9 2147483647 9 11 2147483647
11 22 10 11 2147483647
9 2147483647 11 11 2147483647
